verse_key,tap,fr
AMO.2.7,"Balibanyanta pa mitue ya bapabi, nga pa lufunko lwa pa kyalo, ni kukaana kupeela nsambu babiibikiziiziwe. Se ni mwanae mwalalume balibakumana na mwanakazi umo, ni pakako, balibatiikaania Liina lyane lizuuke.","Ils aspirent à voir la poussière de la terre sur la tête des misérables, Et ils violent le droit des malheureux. Le fils et le père vont vers la même fille, Afin de profaner mon saint nom."
AMO.2.8,"Baali balaala mumbali ya kubalua kitale, pa ngubo ipokelue ku bapabi kuti ibe kikwatizi. Baali baminina bikolani mu nghanda ya baleza babo, bikolani bibaali basita na nfolanga ya balia bali ni mizia.","Ils sétendent près de chaque autel sur des vêtements pris en gage, Et ils boivent dans la maison de leurs dieux le vin de ceux quils condamnent."
AMO.2.9,"Yawe walanda nangue, Anzia nainoonene Ba-amori, baali baleepele nga bimuti bya mumpelempele, ni kuya balumine nga bimuti bya mwaloni. Nainoonene mazabo abo ku misambo ku muulu, ni kutukuna misila yabo kwinsina.","Et pourtant jai détruit devant eux les Amoréens, Dont la hauteur égalait celle des cèdres, Et la force celle des chênes; Jai détruit leurs fruits en haut, Et leurs racines en bas."
AMO.2.10,"Naamifumiizie mu kyalo kya Misri, ni kumilombola mu kaseeba myaka , kuti n'mipeele kyalo kya Ba-amori.","Et pourtant je vous ai fait monter du pays dÉgypte, Et je vous ai conduits quarante ans dans le désert, Pour vous mettre en possession du pays des Amoréens."
AMO.2.11,"Kabili pa baana benu naasaakwilepo bamo kuba bakabika, ni pa baana benu balumendo naasakwilepo bamo kuba banaziri. Ati mwe Baizraeli, te i evio? Koku i kulanda kwakua Yawe.","Jai suscité parmi vos fils des prophètes, Et parmi vos jeunes hommes des naziréens. Nen est-il pas ainsi, enfants dIsraël? Dit lÉternel…."
AMO.2.12,"Inzi mwe mwaalengiizie banaziri kubala mu kumina bikolani, ni kukaania bakabika tekuti babikule.",Et vous avez fait boire du vin aux naziréens! Et aux prophètes vous avez donné cet ordre: Ne prophétisez pas!.
AMO.2.13,Evi ndikumisansa nga tyakala vi-iliyasansa lu-itweme nghano mu masaaka.,"Voici, je vous écraserai, Comme foule la terre un chariot chargé de gerbes."
AMO.2.14,"Olia aliwakundukisia takapusuka, wa maka, maka akue aakapua, ni lukale takeepususia.","Celui qui est agile ne pourra fuir, Celui qui a de la force ne pourra sen servir, Et lhomme vaillant ne sauvera pas sa vie;."
AMO.2.15,"Kalasa wa buta takeesimpa, aliwakundukisia takazembuluka, ni museli wa farasi takeepususia.","Celui qui manie larc ne résistera pas, Celui qui a les pieds légers néchappera pas, Et le cavalier ne sauvera pas sa vie;."
AMO.2.16,"Pa bobo busiku anzia kine kukabe bipami biine bya ba balukale, baakabutuka tekuba bavwele kantu, koku i kulanda kwakua Yawe.","Le plus courageux des guerriers Senfuira nu dans ce jour-là, dit lÉternel."
AMO.3.1,"Unvue keebo kakilandua na Yawe pa mulandu wenu mwe Baizraeli, mwe lupua lwalingi lunaafumiizie mu Misri:.","Écoutez cette parole que lÉternel prononce contre vous, enfants dIsraël, Contre toute la famille que jai fait monter du pays dÉgypte!."
AMO.3.2,"Mwemue sie i banaasaakwile pa ntundu yonse ya pa kyalo. Ni pakako, naakamikanda pa mulandu wa bibalo byenu.","Je vous ai choisis, vous seuls parmi toutes les familles de la terre; Cest pourquoi je vous châtierai pour toutes vos iniquités."
AMO.3.3,"Ati, kubako bantu babili kuti baenda pamo tekuba baunvwenenke?.","Deux hommes marchent-ils ensemble, Sans en être convenus?."
AMO.3.4,"Ati, kubako nkalamu aliwabuluma mu musitu lu-asinakwate nama? Kubako mwina nkalamu kuti wabuluma mu lisele lu-asinakwate kantu?.","Le lion rugit-il dans la forêt, Sans avoir une proie? Le lionceau pousse-t-il des cris du fond de sa tanière, Sans avoir fait une capture?."
AMO.3.5,"Ati, kubako kooni kuti kakwatua mu muteo ute-elue pasili kabembo? Ati, kubako muteo kuti wapusa tekuba mwali kya kukwatuamo?.","Loiseau tombe-t-il dans le filet qui est à terre, Sans quil y ait un piège? Le filet sélève-t-il de terre, Sans quil y ait rien de pris?."
AMO.3.6,"Ati, kubako musita uliwaliziiwa ntandala ya bului mu muzi bantu tebezi kutiina? Ati, kubako musita uliwafika busanzo mu muzi, te Yawe aliwabuleeta?.","Sonne-t-on de la trompette dans une ville, Sans que le peuple soit dans lépouvante? Arrive-t-il un malheur dans une ville, Sans que lÉternel en soit lauteur?."
AMO.3.7,Kisinka Yawe Kabezia Mpungu tezi kukita kantu pasili kutubula mapange akue ku babombi bakue bakabika.,"Car le Seigneur, lÉternel, ne fait rien Sans avoir révélé son secret à ses serviteurs les prophètes."
AMO.3.8,"Nkalamu lu-aliwabuluma, nani asivinda kutiina? Yawe Kabezia Mpungu lu-aliwalanda, nani asivinda kubikula?.","Le lion rugit: qui ne serait effrayé? Le Seigneur, lÉternel, parle: qui ne prophétiserait?."
AMO.3.9,"Ele mukunda mu byubo bya mu Ashdodi, ni mu byubo bya mu Misri nangue, Kolonghane peulu mpili ya ku Samaria, mone lubebue viluvulilemo, ni kubiibikiziwa mukati mwakue.","Faites retentir votre voix dans les palais dAsdod Et dans les palais du pays dÉgypte, Et dites: Rassemblez-vous sur les montagnes de Samarie, Et voyez quelle immense confusion au milieu delle, Quelles violences dans son sein!."
AMO.3.10,"Yawe walanda evi, Bantu ba ku Samaria tebamanine kukita biweme. Bezuziizie bintu mu byubo byabo, bintu bibapokele mu bukabooko ni mu bungipaani.","Ils ne savent pas agir avec droiture, dit lÉternel, Ils entassent dans leurs palais les produits de la violence et de la rapine."
AMO.3.11,"Ni pakako, evi i vilimukulanda Yawe Kabezia Mpungu nangue, Basamaria baakazyungulukila kyalo kyenu, baakatuuta byubo byenu ni kupoka nghanda yenu ya kufyamamo.","Cest pourquoi ainsi parle le Seigneur, lÉternel: Lennemi investira le pays, Il détruira ta force, Et tes palais seront pillés."
AMO.3.12,"Yawe walanda evi, Nga evelia musungi vi-aliwasompola mu kanua ka nkalamu, myendo ibili ao kiputu kya kutui, i vikyaakaba ni ku Baizraeli bekeele mu Samaria, balia baleele pa bulita bwabo, ni ku bantu ba mu Damaski, bantu bekeele mu bitebe byabo bya mutengo.","Ainsi parle lÉternel: Comme le berger arrache de la gueule du lion Deux jambes ou un bout doreille, Ainsi se sauveront les enfants dIsraël qui sont assis dans Samarie A langle dun lit et sur des tapis de damas."
AMO.3.13,"Ale twilizie ni kusininkizia palua luvyalo lwakua Yakobo, koku i kulanda kwakua Mulopue, Yawe Leza wa Maka onse.","Écoutez, et déclarez ceci à la maison de Jacob! Dit le Seigneur, lÉternel, le Dieu des armées."
AMO.3.14,"Busiku bunakakanda Baizraeli pa mulandu wa bibalo byabo, naakatuuta bitale bya ku Beteli. Tutunfi twa bitale twaakeenoonua ni kuponena pansi.","Le jour où je punirai Israël pour ses transgressions, Je frapperai sur les autels de Béthel; Les cornes de lautel seront brisées, Et tomberont à terre."
AMO.3.15,"Naakatuuta nghanda ya pa musita wa mainza, ni nghanda ya pa musita wa kipua. Nghanda ifwaniiziwe na meno a nzovu yaakatuutua, ni nghanda yonse ikata yaakeenoonua, koku i kulanda kwakua Yawe.","Je renverserai les maisons dhiver et les maisons dété; Les palais divoire périront, Les maisons des grands disparaîtront, dit lÉternel."
AMO.4.1,"Twilizie kaka keebo mwe banakazi ba pa lupili lwa Samaria, mwe bali nga nghombe ya ku Basani, mwe balibabiibikizia bapabi, ni mwe balibakita bibiipile ku babulilue, ni kubaana balume benu nangue tupeele bikolani.","Écoutez cette parole, génisses de Basan qui êtes sur la montagne de Samarie, Vous qui opprimez les misérables, qui écrasez les indigents, Et qui dites à vos maris: Apportez, et buvons!."
AMO.4.2,"Yawe Kabezia Mpungu waalaile mu buzuuke bwakue nangue, Kisinka musita ulimukwiza lubakaba kumifumia na ndobaano, ni basyelepo pakati kenu baakaba kulobua na ndobaano nga lisabi.","Le Seigneur, lÉternel, la juré par sa sainteté: Voici, les jours viendront pour vous Où lon vous enlèvera avec des crochets, Et votre postérité avec des hameçons;."
AMO.4.3,"Mwaakafumiziwa lya palia patutikile bibumba, mwakapoozua panze lya ku Harmoni, koku i kulanda kwakua Yawe.","Vous sortirez par les brèches, chacune devant soi, Et vous serez jetées dans la forteresse, dit lÉternel."
AMO.4.4,"Endo ku Beteli, muye mubale kibalo, endo ku Gilgali, mulunduluke kubala. Leete ngelelo yenu kubalua lukeelekeele, kamo ka pa lyanondo mu nsiku itatu.","Allez à Béthel, et péchez! Allez à Guilgal, et péchez davantage! Offrez vos sacrifices chaque matin, Et vos dîmes tous les trois jours!."
AMO.4.5,"Zizie mukate ututumukile nga ngelelo ya kusantila, iitasie palua bupe bumulimwapeela mu kutona kwenu, iitantamune palua bebio byabupe mwe Baizraeli pantu bebi i bimutonene kukita, koku i kulanda kwakua Yawe Kabezia Mpungu.","Faites vos sacrifices dactions de grâces avec du levain! Proclamez, publiez vos offrandes volontaires! Car cest là ce que vous aimez, enfants dIsraël, Dit le Seigneur, lÉternel."
AMO.4.6,"Naaleetele kimina kya nzala mu mizi yenu yonse, ni kubulua kwa bilio mu kubalua muzi. Anzia kyaali evio temwambweleele, koku i kulanda kwakua Yawe.","Et moi, je vous ai envoyé la famine dans toutes vos villes, Le manque de pain dans toutes vos demeures. Malgré cela, vous nêtes pas revenus à moi, dit lÉternel."
AMO.4.7,"Ntanzi ya kufikiila kuzombola, nsyaamipeele nvula pa myezi itatu. Naanokiizie nvula mu muzi umo, inzi mu unge muzi nsyaanokiiziemo. Nvula yaanokeele mu bukaba bumo, mu bunge mwaasyele mwaumine pantu nsyanokiiziemo.","Et moi, je vous ai refusé la pluie, Lorsquil y avait encore trois mois jusquà la moisson; Jai fait pleuvoir sur une ville, Et je nai pas fait pleuvoir sur une autre ville; Un champ a reçu la pluie, Et un autre qui ne la pas reçue sest desséché."
AMO.4.8,"Bantu baendookele mu mizi ni mizi balimukukeba menda a kumina inzi tebasangilemo a kubakumana. Anzia kyaali evio, temwambweleele, koku i kulanda kwakua Yawe.","Deux, trois villes sont allées vers une autre pour boire de leau, Et elles nont point apaisé leur soif. Malgré cela, vous nêtes pas revenus à moi, dit lÉternel."
AMO.4.9,"Lingi nainoonene makaba enu ni makaba a mizabibu, naumiizie bimuti na mwela wa lyuza. Luzie lwaaliile bilimbua byonse bya mu makaba enu ni bimuti bya mizeituni. Anzia kyaali evio, temwambweleele, koku i kulanda kwakua Yawe.","Je vous ai frappés par la rouille et par la nielle; Vos nombreux jardins, vos vignes, vos figuiers et vos oliviers Ont été dévorés par les sauterelles. Malgré cela, vous nêtes pas revenus à moi, dit lÉternel."
AMO.4.10,"Naatumine kimina pakati kenu, nga vinaakitile ku Bamisri. Naipaile baana benu balumendo na kipanga. Naamipokele farasi yenu. Naizuziizie myona yenu na bunu bwa mibili ibolele mu mitanda yenu. Anzia kyaali evio, temwambweleele, koku i kulanda kwakua Yawe.","Jai envoyé parmi vous la peste, comme en Égypte; Jai tué vos jeunes gens par lépée, Et laissé prendre vos chevaux; Jai fait monter à vos narines linfection de votre camp. Malgré cela, vous nêtes pas revenus à moi, dit lÉternel."
AMO.4.11,"Nainoonene bamo pakati kenu nga evelia vinainoonene Sodoma ni Gomora. Naamisomwene nga kakooko ka-apulua pa mulilo. Anzia kyaali evio, temwambweleele, koku i kulanda kwakua Yawe.","Je vous ai bouleversés, Comme Sodome et Gomorrhe, que Dieu détruisit; Et vous avez été comme un tison arraché de lincendie. Malgré cela, vous nêtes pas revenus à moi, dit lÉternel…."
AMO.4.12,"Ni pakako, evi i vinaakamikitila mwe Baizraeli! Kabili pantu naakamikitila evio mwe Baizraeli, iiteanie kusaakaana ni Leza wenu.","Cest pourquoi je te traiterai de la même manière, Israël; Et puisque je te traiterai de la même manière, Prépare-toi à la rencontre de ton Dieu, ô Israël!."
AMO.4.13,"Olia waabumbile mpili ni waalengele mwela, olia aliwafyula malanga akue ku bantu, aliwa-alula lukeelekeele kuba nfinzi ni kwenda pa kyalo pa nkendo ilendukile, Yawe, Leza wa Maka onse, i Liina lyakue.","Car voici celui qui a formé les montagnes et créé le vent, Et qui fait connaître à lhomme ses pensées, Celui qui change laurore en ténèbres, Et qui marche sur les hauteurs de la terre: Son nom est lÉternel, le Dieu des armées."
AMO.5.1,"Mwe Baizraeli, twilizie totu twebo twa lwimbo lwa malilo lundimukumimbila.","Écoutez cette parole, Cette complainte que je prononce sur vous, Maison dIsraël!."
AMO.5.2,"Kinundue Izraeli aponene, takikabuuka, waasiilue waleele pansi, tekuli wa kumukwasia kubuuka.","Elle est tombée, elle ne se relèvera plus, La vierge dIsraël; Elle est couchée par terre, Nul ne la relève."
AMO.5.3,"Yawe Kabezia Mpungu wa-ana Baizraeli nangue, Muzi waakatuma balukale , ku bului, kwaakabwela sie balukale . Muzi waakatuma balukale ku bului, kwaakabwela sie balukale lyanondo.","Car ainsi parle le Seigneur, lÉternel: La ville qui mettait en campagne mille hommes Nen conservera que cent, Et celle qui mettait en campagne cent hommes Nen conservera que dix, pour la maison dIsraël."
AMO.5.4,"Yawe wabaana Baizraeli nangue, Nkebe mube ni bukose.","Car ainsi parle lÉternel à la maison dIsraël: Cherchez-moi, et vous vivrez!."
AMO.5.5,"Tekunkebe ku Beteli, tekuye ku Gilgali, tekwabuke kuya ku Bersheba. Pantu Gilgali, kisinka waakaya mu buzia. Ni Beteli waaka-alulua kuba mpuni.","Ne cherchez pas Béthel, Nallez pas à Guilgal, Ne passez pas à Beer-Schéba. Car Guilgal sera captif, Et Béthel anéanti."
AMO.5.6,"Mukebe Yawe mube ni bukose, kine te evio, Yawe waakapyanga bantu ba mu nghanda yakua Yusufu nga mulilo. Ozo mulilo waakazizia Beteli, tekuli muntu waakauzimia.","Cherchez lÉternel, et vous vivrez! Craignez quil ne saisisse comme un feu la maison de Joseph, Et que ce feu ne la dévore, sans personne à Béthel pour léteindre."
AMO.5.7,"Lisyamo lyenu mwe baliba-alulula nsambu kuba bwimba bululile, ni kupooza nsambu pansi.","O vous qui changez le droit en absinthe, Et qui foulez à terre la justice!."
AMO.5.8,"Olia waakitile Bulimina ni Kipindabusiku pamo ni Orioni, olia aliwa-alulula nfinzi kuba lukeelekeele, ni musita wa koba kuba busiku, olia aliwakuuta menda a lyezi ni ku-etila pa kyalo, Liina lyakue i Yawe.","Il a créé les Pléiades et lOrion, Il change les ténèbres en aurore, Il obscurcit le jour pour en faire la nuit, Il appelle les eaux de la mer, Et les répand à la surface de la terre: LÉternel est son nom."
AMO.5.9,"Aliwainoona nghanda lubilo lubilo, ni kutuuta byubo bya mizi.","Il fait lever la ruine sur les puissants, Et la ruine vient sur les forteresses."
AMO.5.10,"Basuulile olia aliwasasililana mu kilie, baleebwile olia aliwalanda kisinka.","Ils haïssent celui qui les reprend à la porte, Et ils ont en horreur celui qui parle sincèrement."
AMO.5.11,"Mulimwaabiibikizia bapabi, ni kubeebila buzombozi mu kusonkia musonko. Ni pakako, anzia kine mwaakuulile nghanda ya mabue, temukeekalamo. Anzia kine mwaalimine bukaba bwa mizabibu, temukamina divai ya mizabibu.","Aussi, parce que vous avez foulé le misérable, Et que vous avez pris de lui du blé en présent, Vous avez bâti des maisons en pierres de taille, Mais vous ne les habiterez pas; Vous avez planté dexcellentes vignes, Mais vous nen boirez pas le vin."
AMO.5.12,"Pantu n'manine vivulile bilubo byenu ni vitanine bibalo byenu. Mulimwaemia bantu basili na kilubo ni kupoka bituulilo, kabili mulimwatana bapabi nsambu mu kilie.","Car, je le sais, vos crimes sont nombreux, Vos péchés se sont multipliés; Vous opprimez le juste, vous recevez des présents, Et vous violez à la porte le droit des pauvres."
AMO.5.13,"Ni pakako, olia akengeele aliwatalala pa musita nga ozo, pantu musita ubiipile.","Voilà pourquoi, en des temps comme ceux-ci, le sage se tait; Car ces temps sont mauvais."
AMO.5.14,"Kite biweme, tekuba bibiipile, evi mube ni bukose. Ni Yawe Leza wa Maka onse waakaba pamo nenu nga vimulimwalanda nangue pa-ali.","Recherchez le bien et non le mal, afin que vous viviez, Et quainsi lÉternel, le Dieu des armées, soit avec vous, Comme vous le dites."
AMO.5.15,"Suule bibiipile, tone biweme, biike nsambu mu bilie. Pange Yawe Leza wa Maka onse waakeeleela bantu basyele bakosele ba mu luvyalo lwakua Yusufu.","Haïssez le mal et aimez le bien, Faites régner à la porte la justice; Et peut-être lÉternel, le Dieu des armées, aura pitié Des restes de Joseph."
AMO.5.16,"Ni pakako, Mulopue Yawe Leza wa Maka onse walanda evi, Kwaakaba malilo mu misebo yonse, kuloosia kwa bulanda mu kubalua kisaakaanino kya bantu. Balimi baakakuutua kwiza kulila, ni ba kuloosia bakeeza kuloosia.","Cest pourquoi ainsi parle lÉternel, le Dieu des armées, le Seigneur; Dans toutes les places on se lamentera, Dans toutes les rues on dira: Hélas! Hélas! On appellera le laboureur au deuil, Et aux lamentations ceux qui disent des complaintes."
AMO.5.17,"Mu makaba onse a mizabibu mwaakaba malilo. Pantu naakeeza kupita pakati kenu, koku i kulanda kwakua Yawe.","Dans toutes les vignes on se lamentera, Lorsque je passerai au milieu de toi, dit lÉternel."
AMO.5.18,"Lisyamo kuli mwe balibatokamua busiku bwakua Yawe. Mulimwatokaminuaki busiku bwakua Yawe? Bobo busiku bwaakaba nfinzi, tekuba kisue.",Malheur à ceux qui désirent le jour de lÉternel! Quattendez-vous du jour de lÉternel? Il sera ténèbres et non lumière.
AMO.5.19,"Kyaakaba nga muntu wabutuka nkalamu, wasaakaana na kimbui, wapanda ku kimbui, waingila mu nghanda yakue, ni kukikilizia kuboko kwakue ku kibumba, wasumua na nzoka.","Vous serez comme un homme qui fuit devant un lion Et que rencontre un ours, Qui gagne sa demeure, appuie sa main sur la muraille, Et que mord un serpent."
AMO.5.20,"Kubako busiku bwakua Yawe tebukaba nfinzi, pasili kuba kisue? Kubako teikaba nfinzi ikata isili na minghenghe?.",Le jour de lÉternel nest-il pas ténèbres et non lumière? Nest-il pas obscur et sans éclat?.
AMO.5.21,"Yawe walanda nangue, Nsuulile, ndeebwile nsikunkulu yenu ya mpupo, nsiwamiinue na kulonghana kwenu.","Je hais, je méprise vos fêtes, Je ne puis sentir vos assemblées."
AMO.5.22,"Anzia kili evio, mulimwandeetela ngelelo ya kuzizia ni bupe bwa bunga nsikabipokelela. Anzia kine mulimwaleeta bupe bwa mutende, nsikabukentako.","Quand vous me présentez des holocaustes et des offrandes, Je ny prends aucun plaisir; Et les veaux engraissés que vous sacrifiez en actions de grâces, Je ne les regarde pas."
AMO.5.23,"Lekele nsungu ya nghimbo yenu, nsikatwilizia nghimbo ya bilimba byenu.",Éloigne de moi le bruit de tes cantiques; Je nécoute pas le son de tes luths.
AMO.5.24,"Inzi lekele nsambu ipongoke nga mwenzi, bulunghami bube nga kaezi kasili kakama.","Mais que la droiture soit comme un courant deau, Et la justice comme un torrent qui jamais ne tarit."
AMO.5.25,"Kubako mwe Baizraeli, mwandeeteele ngelelo ni bupe mu kaseeba mu elia myaka ?.","Mavez-vous fait des sacrifices et des offrandes Pendant les quarante années du désert, maison dIsraël?…."
AMO.5.26,"Mwakilendula kitale kyakua likolo wenu, Sukoti kateeka leza wenu, ni Kiuni leza wenu wa lutanda, bamwaikitiile mwe bene.","Emportez donc la tente de votre roi, Le piédestal de vos idoles, Létoile de votre Dieu Que vous vous êtes fabriqué!."
AMO.5.27,"Ni pakako, naakamitwala mu kyalo kya buzia, kule kupita ku Damaski, koku i kulanda kwakua Yawe, ali ni Liina lya Leza wa Maka onse.","Et je vous emmènerai captifs au-delà de Damas, Dit lÉternel, dont le nom est le Dieu des armées."
AMO.6.1,"Lisyamo lyenu mwe bekeele bawamiinue mu Sayuni, mwe beyunvwile mwali ni mutende pa Lupili lwa Samaria, mwe bakindami ba mponvu pa ntundu yonse, mwe baketekeelue na Baizraeli!.","Malheur à ceux qui vivent tranquilles dans Sion, Et en sécurité sur la montagne de Samarie, A ces grands de la première des nations, Auprès desquels va la maison dIsraël!…."
AMO.6.2,"Endo mwaye mumone muzi wa Kalnehi, muye mumone ni muzi ukata wa Hamati, kabili muye mukookele ni ku Gati, muzi wa Bafilistini. Ati, kubako ezi mizi yaali yawamiisie kukila bukolo bwenu bwa Yuda ni bwa Izraeli? Kubako, kyalo kyabo kyaali kyatanine kukila kyalo kyenu?.","Passez à Calné et voyez, Allez de là jusquà Hamath la grande, Et descendez à Gath chez les Philistins: Ces villes sont-elles plus prospères que vos deux royaumes, Et leur territoire est-il plus étendu que le vôtre?…."
AMO.6.3,"Mulimwalangakana kusyenia kule busiku bwa masanzo, inzi mwalimukupalamika buteeko bwa kutiinia.","Vous croyez éloigné le jour du malheur, Et vous faites approcher le règne de la violence."
AMO.6.4,"Kyaakamibiipila mwe bali balaala pa malita afwaniiziwe na meno a nzovu, ni kuya mwaiyolwela pa bitebe bya mutengo. Mwe balibalia munani wa misoka ya mikooko pamo ni wa misoka ya nghombe itapukile.","Ils reposent sur des lits divoire, Ils sont mollement étendus sur leurs couches; Ils mangent les agneaux du troupeau, Les veaux mis à lengrais."
AMO.6.5,"Mwemue mulimwalizia binanda nga Daudi, mulimwatunga nghimbo ni kulizia bilimba bilekenkeene.","Ils extravaguent au son du luth, Ils se croient habiles comme David sur les instruments de musique."
AMO.6.6,"Mulimwaminina divai mu nsupa, ni kusuba mafuta a bunu buweme ku mibili yenu. Inzi temulimwaunvua nkumbu pa mulandu wa kwinoonua kwa luvyalo lwakua Yusufu.","Ils boivent le vin dans de larges coupes, Ils soignent avec la meilleure huile, Et ils ne sattristent pas sur la ruine de Joseph!."
AMO.6.7,"Ni pakako, mwaakaba mwali mu bantu ba mambo kuya mu buzia. Nsikunkulu yenu pamo ni kuwaminua byaakapua.",Cest pourquoi ils seront emmenés à la tête des captifs; Et les cris de joie de ces voluptueux cesseront.
AMO.6.8,"Yawe Kabezya Mpungu, Yawe Leza mwine wa Maka onse walapa walanda nangue, Nsuulile kiitoni kyakua Yakobo, nsuulile byubo byakue. Muzi ni kubalua kantu kalimo, naakapeela balwani babo.","Le Seigneur, lÉternel, la juré par lui-même; LÉternel, le Dieu des armées, a dit: Jai en horreur lorgueil de Jacob, Et je hais ses palais; Je livrerai la ville et tout ce quelle renferme."
AMO.6.9,"Kine mu nghanda imo mwaakasyala bantu lyanondo, ni bo kumo baakafua.","Et sil reste dix hommes dans une maison, ils mourront."
AMO.6.10,"Kabili kine muntu wa mu lupua lwa babo bafwile waiza kufumia mibili yabo mu nghanda kuti aye azizie, kine muli muntu wapandanga, wasyele wakosele mu muputule wa nghanda, ozo muntu wa mu lupua lwabo alikumwipuzia nangue, Ewe, ulimo ni unge muntu akosele? Kine walanda nangue, Temuli, alikumwana evi, Talala! Fwefue tetupalile kuzimbula Liina lyakua Yawe.","Lorsquun parent prendra un mort pour le brûler Et quil enlèvera de la maison les ossements, Il dira à celui qui est au fond de la maison: Y a-t-il encore quelquun avec toi? Et cet homme répondra: Personne… Et lautre dira: Silence! Ce nest pas le moment de prononcer le nom de lÉternel."
AMO.6.11,"Pantu Yawe wakifumia mwano, wene wakaba kutuuta nghanda ikata bibazu bibazu, ni iniini kutuuta tuniini tuniini.","Car voici, lÉternel ordonne: Il fera tomber en ruines la grande maison, Et en débris la petite maison."
AMO.6.12,"Ati, kubako farasi kuti wakunduka pa myalala? Ati, kubako muntu kuti walima na nghombe pa myalala? Inzi mwemue mwa-alwile nsambu kuba bwimba, ni mazabo a bulunghami kuba bwimba bululile.","Est-ce que les chevaux courent sur un rocher, Est-ce quon y laboure avec des bœufs, Pour que vous ayez changé la droiture en poison, Et le fruit de la justice en absinthe?."
AMO.6.13,"Mwe balibawaminua kwanziwa kwa muzi wa Lo-debari ni kulanda nangue, Kubako tetwakikwata muzi wa Karnaimu na maka etu fwe bene.","Vous vous réjouissez de ce qui nest que néant, Vous dites: Nest-ce pas par notre force Que nous avons acquis de la puissance?."
AMO.6.14,"Pantu Yawe Leza wa Maka onse walanda evi, Nakaba kulengia ntundu ikabe kumyalukila mwe nghanda yakua Izraeli. Ni yo yakaba kumyemia kutendekela ku Lebo Hamati ku nkungua mpaka ku Lulambe lwa Araba ku mboosi.","Cest pourquoi voici, je ferai lever contre vous, maison dIsraël, Dit lÉternel, le Dieu des armées, une nation Qui vous opprimera depuis lentrée de Hamath Jusquau torrent du désert."
AMO.7.1,Keki i kintu kinaalangisiiziwe na Yawe Kabezia Mpungu. Naamumwene walimukuteania bisepe bya luzie pa kyamba kya kuzombola buzombozi bwakua likolo pa musita waali wamenenapo binge bilimbua.,"Le Seigneur, lÉternel, menvoya cette vision. Voici, il formait des sauterelles, Au moment où le regain commençait à croître; Cétait le regain après la coupe du roi."
AMO.7.2,"Luzie palwaali lwalimukulia bilimbua byonse bya mu makaba, na-angwile nalanda nangue, We Yawe Kabezia Mpungu eleela bantu bobe! Kubako Yakobo alikutwalilila syani kuba mukose? Wene akilile kukeepa.","Et comme elles dévoraient entièrement lherbe de la terre, Je dis: Seigneur Éternel, pardonne donc! Comment Jacob subsistera-t-il? Car il est si faible!."
AMO.7.3,"Ni pakako, Yawe wa-alwile malanga akue. Yawe waalandile evi, Keki tekikaba kukitika.","LÉternel se repentit de cela. Cela narrivera pas, dit lÉternel."
AMO.7.4,"Kintu kinaalangisiiziwe na Yawe Kabezia Mpungu ni keki: Yawe Kabezia Mpungu waali wakuuta bupinguzi bwa mulilo, ni ozo mulilo waakamiizie lyezi ni kwinoona kyalo.","Le Seigneur, lÉternel, menvoya cette vision. Voici, le Seigneur, lÉternel, proclamait le châtiment par le feu; Et le feu dévorait le grand abîme Et dévorait le champ."
AMO.7.5,"Kabili wa-angwile, We Yawe Kabezia Mpungu, napaapaata tekukita evio! Kubako Yakobo alikutwalilila syani kuba mukose? Wene akilile kukeepa.","Je dis: Seigneur Éternel, arrête donc! Comment Jacob subsistera-t-il? Car il est si faible!."
AMO.7.6,"Ni pakako, Yawe wa-alwile malanga akue. Yawe Kabezia Mpungu waalandile evi, Keki tekikaba kukitika.","LÉternel se repentit de cela. Cela non plus narrivera pas, dit le Seigneur, lÉternel."
AMO.7.7,"Kinaalangisiiziwe na Yawe mu kimonua ni keki: Yawe waali waimeene mumbali kibumba kyaali kyakuulua na kalingo ka kuolwelako, wakwete ni lukamba lwa kalingo ka kuolwelako mu minue yakue.","Il menvoya cette vision. Voici, le Seigneur se tenait sur un mur tiré au cordeau, Et il avait un niveau dans la main."
AMO.7.8,"Yawe wangipuziizie nangue, Ati Amosi, umweneki? Naamwasukile, Lukamba lwa kalingo ka kuolwelako. Kabili Yawe waalandile evi, Mona ndimukubiika kalingo ka kuolwelako pa bantu bane Baizraeli. Nene nsikikaba kubeeleela.","LÉternel me dit: Que vois-tu, Amos? Je répondis: Un niveau. Et le Seigneur dit: Je mettrai le niveau au milieu de mon peuple dIsraël, Je ne lui pardonnerai plus;."
AMO.7.9,"Nkendo ya mukinzi iliyapupilapo ba mu luvyalo lwakua Izaaki yaakeenoonua, Ni pa bifuka bizuuke bilibyapupilapo Baizraeli paakeenoonua. Naakeepaya ba mu nghanda yakua Yeroboamu.","Les hauts lieux dIsaac seront ravagés; Les sanctuaires dIsraël seront détruits, Et je me lèverai contre la maison de Jéroboam avec lépée."
AMO.7.10,"Kupwako, Amazia kitambua wa ku Beteli watuma mpunda kuli Yeroboamu likolo wa Baizraeli walanda nangue, Amosi alimukukuleetela bukankobenkania mu Baizraeli. Twebo twakue twakaba kwinoona kyalo.","Alors Amatsia, prêtre de Béthel, fit dire à Jéroboam, roi dIsraël: Amos conspire contre toi au milieu de la maison dIsraël; le pays ne peut supporter toutes ses paroles."
