verse_key,yaf,fr
HEB.8.12,"Mukuma, yibáfwila khenda kikuma kya mitsoki mya bawu amana yiyúbukamoku hika masumu ma bawu keti koma.».","parce que je pardonnerai leurs iniquités, et que je ne me souviendrai plus de leurs péchés."
HEB.8.13,"Mu kuzonzila bulunda bwa pha, Nzambi wákitulabwa buna bwa khulu mu bulunda bwa theti; kinga, kina kyekina kya khulu amana kinunini kyekina mu kutota.","En disant: une alliance nouvelle, il a déclaré la première ancienne; or, ce qui est ancien, ce qui a vieilli, est près de disparaître."
HEB.9.1,Bulunda bwa theti bwákala yi mikuku mitadidi bisambu yi kikumbu kyandi kya ha tsi.,"La première alliance avait aussi des ordonnances relatives au culte, et le sanctuaire terrestre."
HEB.9.2,"Kikuma, sombolu dya theti dyatekila tungama. Muna ndambu ya theti ya mukati, bisi tela kizika kyahedila, mwákala yi muzanga wa mwinda, mesa yi mapha ma kutambika kwena Nzambi.","Un tabernacle fut, en effet, construit. Dans la partie antérieure, appelée le lieu saint, étaient le chandelier, la table, et les pains de proposition."
HEB.9.3,"Ku manima ma kibwiku, kwákala yi ndambu yikwawu ya sombolu, yina bakala tela ni Kizika Kyatoma lawu.",Derrière le second voile se trouvait la partie du tabernacle appelée le saint des saints.
HEB.9.4,"Kwákala yi mesa ma pfwabidi ma kutunga mu wolu yi mukunzu wa bulunda wátungama wosu mu wolu. Muna mukunzu wamuna mwákala yi bangwa dya wolu dina dyakala sweka maana, koka dya Loni dina dyábufula bifulu yi bitini bya matadi bya bulunda. Mwákala hika yi bitini bya matadi bina bánamika ndinga za bulunda.","renfermant lautel dor pour les parfums, et larche de lalliance, entièrement recouverte dor. Il y avait dans larche un vase dor contenant la manne, la verge dAaron, qui avait fleuri, et les tables de lalliance."
HEB.9.5,Hana thandu ya mukunzu hákala yi banzyo bana bisi tela ni syedibe babana bakala songila khembu ya Nzambi. Bakala yalumuna mahela ma bawu hana thandu ya munoku wa mukunzu wa bulunda. Kaasi buthwena kadyaku tangwa dya kutongutuna byosu byabina.,"Au-dessus de larche étaient les chérubins de la gloire, couvrant de leur ombre le propitiatoire. Ce nest pas le moment de parler en détail là-dessus."
HEB.9.6,"Byabina byosu ho ni biyilamini, banganga-Nzambi bisi kota kosu kilumbu muna kitini kya theti kya sombolu kikuma kya kulungisa kisalu kya bisambu bya bawu.","Or, ces choses étant ainsi disposées, les sacrificateurs qui font le service entrent en tout temps dans la première partie du tabernacle;."
HEB.9.7,"Kaasi muna kyakina kya zodi, mbuta-nganga lwesi wisimwa kota, mbala mosi muna mvula. Homa hana, kisiha kotila kikuma kya kutambika menga ma kibulu kikuma kya mitsoki mya yandi meni yi kikuma kya mitsoki mya kanda.","et dans la seconde le souverain sacrificateur seul entre une fois par an, non sans y porter du sang quil offre pour lui-même et pour les péchés du peuple. Hé :."
HEB.9.8,Kitembu Kyatoma kasongidini bwabuna ni nzila ya kizika kyatoma lawu yáfwanaku kedi mu kukanguka bwosu buna dibati zinga sombolu dya theti.,"Le Saint-Esprit montrait par là que le chemin du lieu très saint nétait pas encore ouvert, tant que le premier tabernacle subsistait."
HEB.9.9,Kyakina kyenina kingana kikuma kya tangwa dyadi. Kisi tendula ni makabu yi bimenga bya bibulu bina bisi lambula kwena Nzambi bilungiku mu kusemisa katsatsa ka wosu wuna wisibya sadila.,"Cest une figure pour le temps actuel, où lon présente des offrandes et des sacrifices qui ne peuvent rendre parfait sous le rapport de la conscience celui qui rend ce culte."
HEB.9.10,"Byabina byenina bizila bitadidini lwesi bima bya kudya, bya kunwa yi mambu mahika matadidini kudisemisa. Yákala tsadidi ya kimutu tii yi kuna tangwa dina kásobisila Nzambi mambu.","et qui, avec les aliments, les boissons et les diverses ablutions, étaient des ordonnances charnelles imposées seulement jusquà une époque de réformation."
HEB.9.11,"Kaasi Kidisitu kísa hanga Mbuta-Nganga wa bima byabi bidiyenina kedi. Wádimbuka sombolu dya mbuta mbuta yi dyalungila, dina dyakonda tungamina kwena batu, disongila ni dyeku dya tsi yayi yáhangama.","Mais Christ est venu comme souverain sacrificateur des biens à venir; il a traversé le tabernacle plus grand et plus parfait, qui nest pas construit de main dhomme, cest-à-dire, qui nest pas de cette création;."
HEB.9.12,"Kidisitu kákota mbala mosi lwesi muna kizika kyatoma lawu, kálambulaku menga ma bakhombu yi ma bana ba bangombi; menga ma yandi meni lwesi kálambula yi bwabuna kátusumba kyamakulu ku masumu metu.","et il est entré une fois pour toutes dans le lieu très saint, non avec le sang des boucs et des veaux, mais avec son propre sang, ayant obtenu une rédemption éternelle."
HEB.9.13,"Kikuma ho ni menga ma bakhombu yi ma miluma mya bangombi yi mbombi ya ngombi wa kibuti, mana bisi mwanginina hana thandu ya batu babana básumuka, mabatomisaka yi mu kubasemisaka lutu.","Car si le sang des taureaux et des boucs, et la cendre dune vache, répandue sur ceux qui sont souillés, sanctifient et procurent la pureté de la chair."
HEB.9.14,"abweti menga ma Kidisitu máhitilaku mu ngolu? Muna nzila ya Kitembu wa mvula yi mvula, Kidisitu yandi wákala konda kifu, wáditambika yandi meni kwena Nzambi hanga kimenga kyakonda kifu. Menga mandi masémisa katsatsa ketu ka mihangu mina myisi natisa ku lufwa, ndangu twalenga fukamina Nzambi wa moya.","combien plus le sang de Christ, qui, par un esprit éternel, sest offert lui-même sans tache à Dieu, purifiera-t-il votre conscience des œuvres mortes, afin que vous serviez le Dieu vivant!."
HEB.9.15,"Yi hakana, Kidisitu kenina mukhundingisi wa bulunda bwa pha, ndangu babana kátela Nzambi balenga bonga kuvwa kwa mvula yi mvula kuna kásila Nzambi. Disongidila ni batu meni babana benina balunga mu kubonga kuvwa meni kuna; kikuma lufwa lwa mutu mosi lwáyakidila mu luhulusu lwa mitsoki mya batu mina myáhangama muna bulunda bwa theti.","Et cest pour cela quil est le médiateur dune nouvelle alliance, afin que, la mort étant intervenue pour le rachat des transgressions commises sous la première alliance, ceux qui ont été appelés reçoivent lhéritage éternel qui leur a été promis."
HEB.9.16,"Mukuma hakana básisa ndinga, bulungi ni lufwa lwa yanduna wásisaya lwazayakana.","Car là où il y a un testament, il est nécessaire que la mort du testateur soit constatée."
HEB.9.17,"Kikuma, ndinga ya mutu wafwa yisiku kwatakana bwosu kenina mu luzingu mukwa yawu wuna wázonzaya; yisi kwatakana ku manima ma lufwa ma yanduna lwesi.","Un testament, en effet, nest valable quen cas de mort, puisquil na aucune force tant que le testateur vit."
HEB.9.18,Yi hakana ni bulunda bwa theti bwawu meni bwákalaku kedi bwa kusikununa konda menga.,Voilà pourquoi cest avec du sang que même la première alliance fut inaugurée.
HEB.9.19,"Tangwa kásamuna Moyize kwena kanda dyosu kosu mukuku bwosu wenina muna mitsiku, wábonga menga ma bana ba bangombi yi ma bana ba bakhombu yi mamba. Wásophulabya hana mukanda wa mitsiku yi kikanda kyosu kuna sophu dya muhandi wa yizophi yi koma ka muphungu wa kabengi.","Moïse, après avoir prononcé devant tout le peuple tous les commandements de la loi, prit le sang des veaux et des boucs, avec de leau, de la laine écarlate, et de lhysope; et il fit laspersion sur le livre lui-même et sur tout le peuple, en disant:."
HEB.9.20,Kázimbula: «Mama menina menga ma bulunda buna káta Nzambi kikuma kya benu.».,Ceci est le sang de lalliance que Dieu a ordonnée pour vous.
HEB.9.21,"Kunima, wásophula hika sombolu yi menga yi bilekwa byosu bya kisalu bitadidini bisambu.",Il fit pareillement laspersion avec le sang sur le tabernacle et sur tous les ustensiles du culte.
HEB.9.22,"Kinga, bwosu milombini mitsiku, kima kyosu bisikya semisa yi menga, amana ndoluka ya masumu yisi hanamina kaka yuka ni menga matyakanini.","Et presque tout, daprès la loi, est purifié avec du sang, et sans effusion de sang il ny a pas de pardon."
HEB.9.23,"Bifwani bya bima bya ku zilu byálomba ni basemisabya muna mutindu meni wawuna; amana bina byenina ku zilu, byawu meni, byisi lomba bimenga bya phwena.","Il était donc nécessaire, puisque les images des choses qui sont dans les cieux devaient être purifiées de cette manière, que les choses célestes elles-mêmes le fussent par des sacrifices plus excellents que ceux-là."
HEB.9.24,"Mukuma Kidisitu kákotaku mu kikumbu kyátungama ku moku ma batu, kifwani kya kikumbu kya kyedika. Wákota muna kati dya zilu, kwakuna kenina buthwena watelama kuna mesu ma Nzambi kikuma kya betu.","Car Christ nest pas entré dans un sanctuaire fait de main dhomme, en imitation du véritable, mais il est entré dans le ciel même, afin de comparaître maintenant pour nous devant la face de Dieu."
HEB.9.25,Heku ni kikuma kya kuditambika yandi meni kosu tangwa bwosu kisi kota mbuta-nganga muna kikumbu ku manima ma kosu mvula yi menga mana meku ma yandi meni.,"Hé : Et ce nest pas pour soffrir lui-même plusieurs fois quil y est entré, comme le souverain sacrificateur entre chaque année dans le sanctuaire avec du sang étranger;."
HEB.9.26,"Wadi kabwaku, wadi kakhana nyokuka mbala za lawu tukidila ku luyandiku lwa tsi. Kaasi buthwena, thwenina ku tsuka ya tangwa, kálubuka mbala ya yimosi lwesi mu kukumuna disumu muna nzila ya kimenga kina kaditambiki yandi meni.","autrement, il aurait fallu quil eût souffert plusieurs fois depuis la création du monde, tandis que maintenant, à la fin des siècles, il a paru une seule fois pour abolir le péché par son sacrifice."
HEB.9.27,"Amana bwosu bwátangamina kwena batu mu kufwa mbala yimosi lwesi, ku manima hanana yakwisa pfundusu ya Nzambi.","Et comme il est réservé aux hommes de mourir une seule fois, après quoi vient le jugement."
HEB.9.28,"yi bwabuna phi, Kidisitu káditambikila mu kimenga mbala ya yimosi, ndangu kakumuna masumu ma lawu dya batu. Kamónika hika mu mbala ya zodi, ka mu kikuma ku hika kya kutala mambu ma masumu, kaasi kikuma kya babana bisi muhingila kikuma kya kubonga luhulusu.","de même Christ, qui sest offert une seule fois pour porter les péchés de plusieurs, apparaîtra sans péché une seconde fois à ceux qui lattendent pour leur salut."
HEB.10.1,Mitsiku mya Moyize myenina lwesi kifwani kya bima bina byakwísa; kaasi myeku kininga kya mukwandi kya mambu meni mamana. Yi hakana milungiku mu kutomisa batu babana bisi bwesuka kwena Nzambi mu nzila ya bimenga meni byabina bisi landulula kosu mvula.,"En effet, la loi, qui possède une ombre des biens à venir, et non lexacte représentation des choses, ne peut jamais, par les mêmes sacrifices quon offre perpétuellement chaque année, amener les assistants à la perfection."
HEB.10.2,"Wadi ni babana bisi sambila Nzambi yi kutambikaka bima bya mutindu wuna basemaka muna mbala yimosi lwesi ku mitsoki mya bawu, wadi bisiku kala yi katsasa ka disumu.","Autrement, naurait-on pas cessé de les offrir, parce que ceux qui rendent ce culte, étant une fois purifiés, nauraient plus eu aucune conscience de leurs péchés?."
HEB.10.3,"Kinga, muna bimenga meni byabina, batu bisi yubuka masumu ma bawu mvula muna mvula.",Mais le souvenir des péchés est renouvelé chaque année par ces sacrifices;.
HEB.10.4,Mukuma bwalendakanaku ku menga ma miluma mya bangombi yi ma miluma mya bakhombu mu kukatula masumu.,car il est impossible que le sang des taureaux et des boucs ôte les péchés.
HEB.10.5,"Yi hakana ni Kidisitu, mu kukota muna tsi, kázimbula: «Keti kimenga, keti mulambu, wázolabyoku. Kinga wángidika lutu.","Cest pourquoi Christ, entrant dans le monde, dit: Tu nas voulu ni sacrifice ni offrande, mais tu mas formé un corps;."
HEB.10.6,"Keti kimenga kya kuyoka kya muthu, keti bimenga kikuma kya ndoluka ya masumu; byosu, wázolabyoku.",tu nas agréé ni holocaustes ni sacrifices pour le péché.
HEB.10.7,"Yihanga nzimbudini: Awu meni, mukuma, kikuma kya meni básonikina muna mukanda wa kuvunga: yisini, oh Nzambi mu kuhanga luzolu lwaku.».","Alors jai dit: voici, je viens pour faire, ô Dieu, ta volonté."
HEB.10.8,"Wuzimbudi theti: «Wázolaku keti kimenga kya kuyoka kya muthu, keti milambu mya kuyoka, keti bibulu bya kuyoka ha mutalaka, keti bimenga bya ndoluka ya masumu, keti kimosi wásephilaku kyawu muna byosu.» Kinga makabu mamana moosu bisima tambika bwosu buna myenina mitsiku.","Après avoir dit dabord: Tu nas voulu et tu nas agréé ni sacrifices ni offrandes, ni holocaustes ni sacrifices pour le péché ."
HEB.10.9,"Hanga wukosikidi: «Awu meni, yisini mu kuhanga luzolu lwaku.» Muna bwabuna, Kidisitu wákumuna mutindu wa theti wa kubwesuka kwena Nzambi amana wáhingisiwa ku mutindu wuna wa zodi.","il dit ensuite: Voici, je viens pour faire ta volonté. Il abolit ainsi la première chose pour établir la seconde."
HEB.10.10,"Muna luzolu lwaluna, mwamuna twátomina betu muna nzila ya kimenga kya lutu lwandi luna kátambika mu mbala mosi.","Cest en vertu de cette volonté que nous sommes sanctifiés, par loffrande du corps de Jésus-Christ, une fois pour toutes."
HEB.10.11,"Kaasi nganga-Nzambi wosu kosu kilumbu kisi telama kikuma kya kusala kisalu kyandi; kisi tambika kosu tangwa bimenga byabina, bina bifwaniku mu kukatula masumu.","Et tandis que tout sacrificateur fait chaque jour le service et offre souvent les mêmes sacrifices, qui ne peuvent jamais ôter les péchés."
HEB.10.12,"Kaasi Kidisitu, yandi, kátambika kimenga kimosi lwesi kikuma kya masumu, amana kuna koku dya kitata dya Nzambi, kisi zakadila mvula muna mvula.","lui, après avoir offert un seul sacrifice pour les péchés, sest assis pour toujours à la droite de Dieu."
HEB.10.13,"Buthwena, kwakuna kabati hingidila ni Nzambi kabakitula bambeni bandi kidyatilu kya yandi.",attendant désormais que ses ennemis soient devenus son marchepied.
HEB.10.14,"Amana, muna mulambu wumosi lwesi, mwamuna kábalungisila, mvula muna mvula, batu babana kátomisa.","Car, par une seule offrande, il a amené à la perfection pour toujours ceux qui sont sanctifiés."
HEB.10.15,"Bwabuna Kitembu Kyatoma phi kabati tutila kimbangi. Mukuma, kazimbudi theti:.","Cest ce que le Saint-Esprit nous atteste aussi; car, après avoir dit:."
HEB.10.16,"«Talenu bulunda buna yita yi bawu ku manima ma bilumbu byabina, kazimbudini Pfumu: Yisónika mitsiku myama muna mbundu ya bawu, yinámikamya muna kitembu kya bawu.».","Voici lalliance que je ferai avec eux, après ces jours-là, dit le Seigneur: Je mettrai mes lois dans leurs cœurs, et je les écrirai dans leur esprit, il ajoute:."
HEB.10.17,Amana wukosikidini: «Yisúngulaku hika masumu ma bawu yi mitsoki mya bawu.».,Et je ne me souviendrai plus de leurs péchés ni de leurs iniquités.
HEB.10.18,"Kinga, ho masumu maloluki kedi, kweku hika yi bimenga kikuma kya masumu.","Or, là où il y a pardon des péchés, il ny a plus doffrande pour le péché."
HEB.10.19,"Bwabuna, baphangi, thwekina yi muswa wa kukotila muna kizika kyahedila lawu, muna nzila ya menga ma Yesu.","Ainsi donc, frères, puisque nous avons, au moyen du sang de Jésus, une libre entrée dans le sanctuaire."
HEB.10.20,"Yesu wátuyafwadila nzila ya pha yi ya moya; yandi meni wátekila lutila mwamuna: muna nzila ya kibwiku kina kya mu nzu ya Nzambi ya Bayuta, disongila muna nzila ya lutu lwa yandi meni.","par la route nouvelle et vivante quil a inaugurée pour nous au travers du voile, cest-à-dire, de sa chair."
HEB.10.21,Amana thwenina yi Mbuta-Nganga mosi wuna básikununa mbuta wa nzu ya Nzambi.,et puisque nous avons un souverain sacrificateur établi sur la maison de Dieu.
HEB.10.22,"Disongidila ni tubwesukenu kwena Nzambi yi mbundu ya kyedika yi lukwikilu luna lwa mukwandi, mbundu ya kasemi ku byosu byisi hana katsatsa ka mbi yi lutu lwa kuyebisa yi mamba ma kukenza.","approchons-nous avec un cœur sincère, dans la plénitude de la foi, les cœurs purifiés dune mauvaise conscience, et le corps lavé dune eau pure."
HEB.10.23,"Tusimbidilenu ngolu kivuvu kyetu kina thwisi samuna, mukuma Nzambi kisi hwila mwani ku bilangi byandi.","Retenons fermement la profession de notre espérance, car celui qui a fait la promesse est fidèle."
HEB.10.24,Tukalenu yi kitsungila betu yi betu kikuma kya kudihekaka kikesa ku zola yi mihangu mya bukheti.,"Veillons les uns sur les autres, pour nous exciter à la charité et aux bonnes œuvres."
HEB.10.25,"Tutinaku mabundu metu bwosu báyikanabwa batu bahika, kaasi tudihekakenu kikesa betu yi betu, bwosu tubati mona kilumbu kya Pfumu kibwesukini.","Nabandonnons pas notre assemblée, comme cest la coutume de quelques-uns; mais exhortons-nous réciproquement, et cela dautant plus que vous voyez sapprocher le jour."
HEB.10.26,"Mukuma ho thwisi hola masumu mu luzolu ku manima ma kubonga nzayilu ya kyedika, kweku hika kimenga kikuma kya masumu.","Car, si nous péchons volontairement après avoir reçu la connaissance de la vérité, il ne reste plus de sacrifice pour les péchés."
HEB.10.27,Kaasi henina yi pfundusu ya Nzambi yi ngolu za mbawu yina yayóka bandwandwa.,mais une attente terrible du jugement et lardeur dun feu qui dévorera les rebelles.
HEB.10.28,"Wosu wuna wakúlula mitsiku mya Moyize kafwa konda kumuyukila kheni, mu kimbangi kya batu boodi kondi lo batatu.","Celui qui a violé la loi de Moïse meurt sans miséricorde, sur la déposition de deux ou de trois témoins;."
HEB.10.29,"Khi mutindu wa ndola kabónga yanduna waléwula Mwana wa Nzambi? Wuna wasáwula menga ma bulunda, muna mamana bámutomisina? Yi wuna watúkwana Kitembu wa khenda? Banzenu khi lawu dya lombu kakúkula!.","de quel pire châtiment pensez-vous que sera jugé digne celui qui aura foulé aux pieds le Fils de Dieu, qui aura tenu pour profane le sang de lalliance, par lequel il a été sanctifié, et qui aura outragé lEsprit de la grâce?."
HEB.10.30,"Mukuma, tuzayi ni yanduna wuna wázimbula: «Meni yivútula mbela, meni yisi futa kwena mutu wosu bwosu byenina bisalu byandi.» Amana kázimbula hika: «Pfumu kafúndisa kanda dyandi.».","Car nous connaissons celui qui a dit: A moi la vengeance, à moi la rétribution! et encore: Le Seigneur jugera son peuple."
HEB.10.31,"Keba, wakúluka, ho ni wabwa mu moku ma Nzambi wa moya!.",Cest une chose terrible que de tomber entre les mains du Dieu vivant.
HEB.10.32,"Yubukenuti bilumbu bya theti bina, ku manima ma kubonga mwini wa Nzambi: lwázyandama muzingu wuna wa mbuta yi wa phasi.","Souvenez-vous de ces premiers jours, où, après avoir été éclairés, vous avez soutenu un grand combat au milieu des souffrances."
HEB.10.33,"Matangwa mahika, lwákwatuka tsoni ku ngusi yi minyanga ha mesu ma batu boosu. Matangwa mahika, bakala luwaphama kwena batu bahika babana bátekila mona phasi meni zina.","dune part, exposés comme en spectacle aux opprobres et aux tribulations, et de lautre, vous associant à ceux dont la position était la même."
HEB.10.34,"Lwákota mu boloku hanga lutambwasini yi kyesi kya kulubotula bima, kikuma luzayi ni lwenina yi kuvwa kwa bukheti kuna kwa mvula yi mvula.","En effet, vous avez eu de la compassion pour les prisonniers, et vous avez accepté avec joie lenlèvement de vos biens, sachant que vous avez des biens meilleurs et qui durent toujours."
HEB.10.35,Kaasi lutotisaku kikumbwala kyenu: kina kyenina yi lufutu lumosi lwa mbuta.,"Nabandonnez donc pas votre assurance, à laquelle est attachée une grande rémunération."
HEB.10.36,"Kaasi lwenina yi mupfunu wa kikwamina, ndangu ku nima dya kulungisa luzolu lwa Nzambi, lwabonga kina kásila.","Car vous avez besoin de persévérance, afin quaprès avoir accompli la volonté de Dieu, vous obteniez ce qui vous est promis."
HEB.10.37,"Mukuma, bwásonama: «Muna tangwa dya khunda, dya khunda hika, amana yandi wuna wulungini mu kukwisa, kakwísa; amana kazingidilaku.","Encore un peu, un peu de temps: celui qui doit venir viendra, et il ne tardera pas."
HEB.10.38,"Kinga, Nzambi kazimbudini, mutu wa masonga ku mesu ma meni, mu lukwikilu kazíngila, kaasi ho kavutuka ku manima, yikálaku yi tsambu ya yandi.».","Et mon juste vivra par la foi; mais, sil se retire, mon âme ne prend pas plaisir en lui."
HEB.10.39,"Betu, thweku batu babana bisi vutuka ku manima balenga ditotisa. Betu thwenina batu ba lukwikilu kikuma kya kuhulula moya myetu.","Nous, nous ne sommes pas de ceux qui se retirent pour se perdre, mais de ceux qui ont la foi pour sauver leur âme."
HEB.11.1,"Kinga lukwikilu, lwenina kikumbwala mu kubonga kedi kina bisi sila kivuvu, kyenina kusya mbundu muna bima bina byisiku monika hangambedi ni hana byenina.","Or la foi est une ferme assurance des choses quon espère, une démonstration de celles quon ne voit pas."
HEB.11.2,Kikuma kya lukwikilu Nzambi kábatambwasila bambuta bakhulu.,"Pour lavoir possédée, les anciens ont obtenu un témoignage favorable."
HEB.11.3,"Muna nzila ya lukwikilu, tubati kwikila ni tsi yáhangamina ku ndinga ya Nzambi, mu phila ni tsi yayi yisi monika kisina kya yawu ka byabi ku thwisi mona.","Cest par la foi que nous reconnaissons que le monde a été formé par la parole de Dieu, en sorte que ce quon voit na pas été fait de choses visibles."
HEB.11.4,"Muna nzila ya lukwikilu, Abelu kátambikila mukhayilu wa lukumu lwa lawu kwena Nzambi, kuhita wuna wa Khayina. Muna nzila ya lukwikilu, Nzambi wámutila kimbangi ni mutu wa masonga kákala, kikuma yandi meni Nzambi wátambwasa makabu mandi. Muna nzila ya lukwikilu, Abelu kisi zonza hika mbata nana kenina wafwa.","Cest par la foi quAbel offrit à Dieu un sacrifice plus excellent que celui de Caïn; cest par elle quil fut déclaré juste, Dieu approuvant ses offrandes; et cest par elle quil parle encore, quoique mort."
HEB.11.5,"Muna nzila ya lukwikilu, Noki bámunata kwena Nzambi konda kafwa. Keti mutu kámumonaku, kikuma Nzambi wámunata kwena yandi meni. Masonuku mazimbudi ni ku thwala ya kumutombula, bámutila kimbangi ni Nzambi kásephidisa.","Cest par la foi quÉnoch fut enlevé pour quil ne vît point la mort, et quil ne parut plus parce que Dieu lavait enlevé; car, avant son enlèvement, il avait reçu le témoignage quil était agréable à Dieu."
HEB.11.6,"Kinga, konda lukwikilu, ka mutu ku wasephidisa Nzambi. Kikuma, wuna wisi khundakana kwena Nzambi kafweti kwikila ni Nzambi kenina amana kisi bafuta babana bisi musanda.","Or sans la foi il est impossible de lui être agréable; car il faut que celui qui sapproche de Dieu croie que Dieu existe, et quil est le rémunérateur de ceux qui le cherchent."
HEB.11.7,"Muna nzila ya lukwikilu, káyukila Nowa, ngwisi za Nzambi kikuma kya mambu mamana máfwana mu kusalama kaasi khaniku kedi masalama. Kálewulazoku ngwisi zazina amana wátunga nzasa ndangu kahulwasila nzu yandi. Muna bwabuna kázengila mukanu wa batu ba tsi amana wámutambwasa hanga mutu mosi wa masonga Nzambi wámutambwasa kikuma kya lukwikilu lwandi.","Cest par la foi que Noé, divinement averti des choses quon ne voyait pas encore, et saisi dune crainte respectueuse, construisit une arche pour sauver sa famille; cest par elle quil condamna le monde, et devint héritier de la justice qui sobtient par la foi."
HEB.11.8,"Mu nzila ya lukwikilu, Bulahami kálemvwakila ku mbila ya Nzambi: wátambwasa mu kukwenda ku tsi yina kakhana muheka Nzambi. Mbatanana kákonda zaya kuna kakala kwenda.","Cest par la foi quAbraham, lors de sa vocation, obéit et partit pour un lieu quil devait recevoir en héritage, et quil partit sans savoir où il allait."
HEB.11.9,"Muna nzila ya lukwikilu, kázingila hanga munzenza mosi muna tsi yayina kámusila Nzambi kilangi. Kakala nangina muna masombolu, yi Yizaki yi Yakobi bawu bátambula kilangi kimosi kya Nzambi.","Cest par la foi quil vint sétablir dans la terre promise comme dans une terre étrangère, habitant sous des tentes, ainsi quIsaac et Jacob, les cohéritiers de la même promesse."
HEB.11.10,"Mukuma Bulahami kakala hingila mbanza yina yenina yi mipfundila mya ngolu, yayina káyidika, kátunga phi yandi meni Nzambi.","Car il attendait la cité qui a de solides fondements, celle dont Dieu est larchitecte et le constructeur."
HEB.11.11,"Muna nzila ya lukwikilu Sala, yandi phi mbatanana bukhobu bwandi yi kinunu kyandi, kábongila hamu dya kubuta bana. Kikuma wásya mbundu ni kilangi kina kásila Nzambi kyakhana lungila.","Cest par la foi que Sara elle-même, malgré son âge avancé, fut rendue capable davoir une postérité, parce quelle crut à la fidélité de celui qui avait fait la promesse."
HEB.11.12,"Yi hakana ni kwena mutu mosi lwesi, wákala mununu bela-bela yi kufwa, kwábutukila lawu dya mabutuka hanga bathetimbwa muna zilu yi tsekengi kuna kabeta ka yanga dya mbuta, balendaku mu kutanga.","Cest pourquoi dun seul homme, déjà usé de corps, naquit une postérité nombreuse comme les étoiles du ciel, comme le sable qui est sur le bord de la mer et quon ne peut compter."
HEB.11.13,"Batu babana boosu muna lukwikilu bámana fwila. Konda kubonga bima bina kásila Nzambi, kaasi bámonabya amana báhekabya mboti muna kyana. Bátambwasa hana mesu ma boosu ni banzenza bákala yi bakangadi ba nzila hana tsi.","Cest dans la foi quils sont tous morts, sans avoir obtenu les choses promises; mais ils les ont vues et saluées de loin, reconnaissant quils étaient étrangers et voyageurs sur la terre."
HEB.11.14,Mukuma babana bisi zonza bwabuna basongidini wengele ni tsi babati sanda.,Ceux qui parlent ainsi montrent quils cherchent une patrie.
HEB.11.15,"Wadi ni bakalaka yi dibanza dya kuyananaka tsi yina bálubuka, wadi bakhana mona phila ya kuvutwakilaya.","Sils avaient eu en vue celle doù ils étaient sortis, ils auraient eu le temps dy retourner."
HEB.11.16,"Amana mu masonga, tsi mosi yihitina kitoku bakala sanda, disongila tsi ya ku zilu. Yi hakana ni Nzambi keku yi tsoni za ku mutela Nzambi wa bawu; kikuma, tsi mosi kábayidikila.","Mais maintenant ils en désirent une meilleure, cest-à-dire une céleste. Cest pourquoi Dieu na pas honte dêtre appelé leur Dieu, car il leur a préparé une cité."
HEB.11.17,"Muna nzila ya lukwikilu, Bulahami kátambikila Yizaki mu kimenga tangwa kámusya Nzambi mu kimeka. Mwana wandi mosi kwandi kakhana tambika, mbatanana kákala yi kilangi kya Nzambi.","Cest par la foi quAbraham offrit Isaac, lorsquil fut mis à lépreuve, et quil offrit son fils unique, lui qui avait reçu les promesses."
HEB.11.18,"wuna wámuzimbwala: «Muna nzila ya Yizaki, mwamuna wávwila butuka dyaku dina yíkusila.».",et à qui il avait été dit: En Isaac sera nommée pour toi une postérité.
HEB.11.19,"Bulahami kakala banza ni Nzambi kákala yi hamu dya kufutumuna mvumbi, yi hakana kámuvutwala yandi Mwana hanga mbedi ni kidimbu kya lufutumuku kákala.","Il pensait que Dieu est puissant, même pour ressusciter les morts; aussi le recouvra-t-il par une sorte de résurrection."
HEB.11.20,"Muna nzila ya lukwikilu, mwamuna Yizaki kásakwamina Yakobi yi Kizawu kikuma kya mambu ma bawu mana mákwisa.","Cest par la foi quIsaac bénit Jacob et Ésaü, en vue des choses à venir."
HEB.11.21,"Muna nzila ya lukwikilu, Yakobi mu tangwa dya kufwa, kásakwamina kosu mwana wa Yozefu, amana wázyaminina kuna tsongi ya koka dyandi mu kufukamina Nzambi.","Cest par la foi que Jacob mourant bénit chacun des fils de Joseph, et quil adora, appuyé sur lextrémité de son bâton."
HEB.11.22,"Muna nzila ya lukwikilu, Yozefu, ha kátula mu kufwa, kásamwana ni bana ba Kiseledi balúbuka ku Ngiphiti amana wáhana muswa mu mana matadidini bifufwa byandi.","Cest par la foi que Joseph mourant fit mention de la sortie des fils dIsraël, et quil donna des ordres au sujet de ses os."
HEB.11.23,"Muna nzila ya lukwikilu, mwamuna Moyize mu lubutuku lwandi, bámuswekila ngonda tatu kwena bibuti byandi. Mukuma bámona ni mwana wa kitoku kakála, amana báyukaku keti bweya mu kukolama ku mukuku wa kyamvu.","Cest par la foi que Moïse, à sa naissance, fut caché pendant trois mois par ses parents, parce quils virent que lenfant était beau, et quils ne craignirent pas lordre du roi."
HEB.11.24,"Muna nzila ya lukwikilu, mwamuna Moyize, tangwa kákituka mbuta, kábusila ni bamutelakaku mwana wa mwana mukhetu wa Fwalawo.","Cest par la foi que Moïse, devenu grand, refusa dêtre appelé fils de la fille de Pharaon."
