verse_key,shr,fr
HEB.3.14,"Kali rhwe rhukola baguma na Kristu, caziga rhulange obuyêmêre bwîrhu buzibu kuhika okufà, nka kulya rhwanarhangiraga.","Car nous sommes devenus participants de Christ, pourvu que nous retenions fermement jusquà la fin lassurance que nous avions au commencement."
HEB.3.15,"Kwo rhwanabwizirwe, mpu: Ene-ene, mukâyumva izù lyâge, murhahûsagya emirhima yinyu, nka ku­lya byàbâga omu bugomi .","pendant quil est dit: Aujourdhui, si vous entendez sa voix, Nendurcissez pas vos cœurs, comme lors de la révolte."
HEB.3.16,"Bahi balya bàgomaga, bamâyumva izù lyâge? Karhali balya boshi bàrhengaga e Mîsiri, balongôlirwe na Mûsa?.","Qui furent, en effet, ceux qui se révoltèrent après lavoir entendue, sinon tous ceux qui étaient sortis dÉgypte sous la conduite de Moïse?."
HEB.3.17,"Na bandi Nyamuzinda àkuniriraga myâka makumi anni? Karhali balya bàjiraga ebyâha, bo na balya emirhumba yâbo yàlambikagwa omu irungu?.","Et contre qui Dieu fut-il irrité pendant quarante ans, sinon contre ceux qui péchaient, et dont les cadavres tombèrent dans le désert?."
HEB.3.18,"Na bahi àcîgashiraga mpu barhalabarha omu muluhûko gwâge, aha nyuma ya balya bàmugomeraga?.","Et à qui jura-t-il quils nentreraient pas dans son repos, sinon à ceux qui avaient désobéi?."
HEB.3.19,"Kwo byànabîre: rhuyishi oku bàrhalabarhagamwo, erhi kubula obuyêmêre kwâbo kurhuma.",Aussi voyons-nous quils ne purent y entrer à cause de leur incrédulité.
HEB.4.1,"Kuziga obûla eciragâne cokujà omu murhûla cicihabà, rhuyôbohe, rhumanye hankajira owacêrwa muli rhwe.","Craignons donc, tandis que la promesse dentrer dans son repos subsiste encore, quaucun de vous ne paraisse être venu trop tard."
HEB.4.2,"Bulya nîrhu rhwabwîzirwe o­mwanzi mwinjà akâbo. Ci oluderho bàyumvagya, lurhabakwânanaga, kulya kubà bàrhalunganaga omu buyêmêre nabàli baluyêmîre.","Car cette bonne nouvelle nous a été annoncée aussi bien quà eux; mais la parole qui leur fut annoncée ne leur servit de rien, parce quelle ne trouva pas de la foi chez ceux qui lentendirent."
HEB.4.3,"Nêci, rhwe rhwayêmîre, rhwe rhwayishijà omu muluhûko, nka kulya àderhaga, erhi: Omu bukunizi bwâni nacîgashire nti barhakalabarha omu muluhûko gwâni. Adesire ntyo nobwo emirimo yâge yali erhi yàyunjwîre kurhenga okulemwa kwigulu.","Pour nous qui avons cru, nous entrons dans le repos, selon quil dit: Je jurai dans ma colère: Ils nentreront pas dans mon repos! Il dit cela, quoique ses œuvres eussent été achevées depuis la création du monde."
HEB.4.4,"Bulya kuyandisirwe oku lusiku lwa kali nda, mpu : Nyamuzinda àrhamûka olwa kali nda, àshwinja emikolo yâge yoshi.",Car il a parlé quelque part ainsi du septième jour: Et Dieu se reposa de toutes ses œuvres le septième jour.
HEB.4.5,"Aho ho na nnênè bidesirwe kandi, mpu: Barhakalabarha omu muluhûko gwâni.",Et ici encore: Ils nentreront pas dans mon repos!.
HEB.4.6,"Ntyo, rhumanyire oku baguma bànajemwo, nabarhanzi bâli bahamagirwe bàrhalabarhagamwo erhi kurhayumva kwâbo kurhuma.","Or, puisquil est encore réservé à quelques-uns dy entrer, et que ceux à qui dabord la promesse a été faite ny sont pas entrés à cause de leur désobéissance."
HEB.4.7,"Nyamuzinda ashubitwa olundi lusiku, lwo lwene, nerhi ensiku zigera, àderhêsa Daudi birya binwa rhushuba rhwaderha, erhi: Ene-ene, mukâyumva izù lyâge, mumanye mwankahûsa emirhima yinyu.","Dieu fixe de nouveau un jour, aujourdhui, en disant dans David si longtemps après, comme il est dit plus haut: Aujourdhui, si vous entendez sa voix, Nendurcissez pas vos cœurs."
HEB.4.8,"Yozwe acihisagya bene-Israheli mwogwo muluhûko, Nyamuzinda àrhankacidesire mpu «olundi lusiku».","Car, si Josué leur eût donné le repos, il ne parlerait pas après cela dun autre jour."
HEB.4.9,Kuziga hali ogundi muluhûko -omuluhûko gwoluzira gubîkîrwe olubaga lwa Nnâmahanga.,Il y a donc un repos de sabbat réservé au peuple de Dieu.
HEB.4.10,"Nêci, owâjè mwogwo muluhûko naye anârhamûke, aleke emikolo yâge, nka kulya Nyamuzinda àrhamukaga, àshwinja emikolo yâge.","Car celui qui entre dans le repos de Dieu se repose de ses œuvres, comme Dieu sest reposé des siennes."
HEB.4.11,"Rhucisêzagye nîrhu, rhujemwo ogwo muluhûko, lyo rhurhagirhengamwo owahirima, amârhebwa nolwo lwîganyo lwokurhayumva.","Efforçons-nous donc dentrer dans ce repos, afin que personne ne tombe en donnant le même exemple de désobéissance."
HEB.4.12,"Nêci, oluderho lwa Nyamuzinda bubà buzîne, lurhagaluka , lunayojihire kulusha engôrho ya môji abiri. Lunywengerera kuhika aha ngabiro yobuzîne nomûka, yenjingo nomwonko, lunayishi entimanya nenkengêro zomurhima.","Car la parole de Dieu est vivante et efficace, plus tranchante quune épée quelconque à deux tranchants, pénétrante jusquà partager âme et esprit, jointures et mœlles; elle juge les sentiments et les pensées du cœur."
HEB.4.13,Na ntà ciremwa ciru neciguma cirhabonwa na Nyamuzinda: byoshi byoshi bilangashîne binafulwîrwe omu masù gOyo wârhubûlanye kwebi rhwa­jizire.,"Nulle créature nest cachée devant lui, mais tout est à nu et à découvert aux yeux de celui à qui nous devons rendre compte."
HEB.4.14,"Kuziga obu rhugwêrhe omudâhwa mukulu bwenêne, Yezu, Mugala wa Nyamuzinda wayikîre amalunga, rhugwârhage buzibu obuyêmêre bwîrhu.","Ainsi, puisque nous avons un grand souverain sacrificateur qui a traversé les cieux, Jésus, le Fils de Dieu, demeurons fermes dans la foi que nous professons."
HEB.4.15,"Bulya rhurhagwêrhi omudâhwa mukulu orhankahashiyumva olukogo lwobuzamba bwîrhu: kulya kubà naye àbuyumvîrhe bwoshi akîrhu, kuleka ecâha.","Car nous navons pas un souverain sacrificateur qui ne puisse compatir à nos faiblesses; au contraire, il a été tenté comme nous en toutes choses, sans commettre de péché."
HEB.4.16,"Kuziga rhuyegere nobulangâlire entebe yobwonjo, lyo rhubêrwa lukogo rhunashobôle enshôkano yoburhabâle bukwânîne.","Approchons-nous donc avec assurance du trône de la grâce, afin dobtenir miséricorde et de trouver grâce, pour être secourus dans nos besoins."
HEB.5.1,"Nêci, ngasi mudâhwa mukulu ali murhôle omu bantu, ayîmikwa mpu akâsengerera abantu omu biyêrekîre Nyamuzinda, anarhûle entûlo ne­nterekêro oku byâha.","En effet, tout souverain sacrificateur pris du milieu des hommes est établi pour les hommes dans le service de Dieu, afin de présenter des offrandes et des sacrifices pour les péchés."
HEB.5.2,"Anahashifîra abahwinja nabahabusire olukogo, bulya naye yêne agosirwe nobuzamba.","Il peut être indulgent pour les ignorants et les égarés, puisque la faiblesse est aussi son partage."
HEB.5.3,Okwo kwo kurhuma arhegesirwe arherekêre enterekêro oku byâha byâge yêne nkoku ajira oku byâha byolubaga.,"Et cest à cause de cette faiblesse quil doit offrir des sacrifices pour ses propres péchés, comme pour ceux du peuple."
HEB.5.4,"Ntâye ocihà obwo bukuze yêne, ci kuhamagalwa omuntu ahamagalwa na Nnâmahanga, nka kulya àhamagalaga Aroni.","Nul ne sattribue cette dignité, sil nest appelé de Dieu, comme le fut Aaron."
HEB.5.5,"Kwo na kwo, arhali Kristu yêne wacîjiraga mudâhwa mukulu, ci olya wamubwîraga, erhi: We Mugala wâni, nie nakuburhaga ene.","Et Christ ne sest pas non plus attribué la gloire de devenir souverain sacrificateur, mais il la tient de celui qui lui a dit: Tu es mon Fils, je tai engendré aujourdhui!."
HEB.5.6,"Nka kulya adesire ahandi, erhi: Oli mudâhwa wensiku namango aka Melkisedeki.","Comme il dit encore ailleurs: Tu es sacrificateur pour toujours, selon lordre de Melchisédek."
HEB.5.7,"Erhi àciri enigulu, àrhûla ensengero namingingo omu kuyâma bwenêne nomu kurhoza emirenge erhi ashenga Olya wali ohashire okumufumya olufù. Ayumvûbwa erhi bukenge bwâge burhuma .","Cest lui qui, dans les jours de sa chair, ayant présenté avec de grands cris et avec larmes des prières et des supplications à celui qui pouvait le sauver de la mort, et ayant été exaucé à cause de sa piété, a appris."
HEB.5.8,"Nobwo àli Mwene Nyamuzinda, àyîga oburhumisi omu malumwa àbwîne.","bien quil fût Fils, lobéissance par les choses quil a souffertes."
HEB.5.9,"Nerhi àyûsibà mwimâna , àhinduka imerero lyobucire bwensiku namango kuli balya boshi bamuyumva.","et qui, après avoir été élevé à la perfection, est devenu pour tous ceux qui lui obéissent lauteur dun salut éternel."
HEB.5.10,bulya Nyamuzinda àdesire oku ye mudâhwa mukulu aka Melkisedeki .,Dieu layant déclaré souverain sacrificateur selon lordre de Melchisédek.
HEB.5.11,"Kuli okwo rhugwêrhe binji byokummubwîra, ci okubihugûla kuli kuzibu, bulya muli bahwinja bokuyumva.","Nous avons beaucoup à dire là-dessus, et des choses difficiles à expliquer, parce que vous êtes devenus lents à comprendre."
HEB.5.12,"Nobwo rhinga kurhenga mîra mwe mwankabîre bayigîriza, mwâbo mukolaga kandi mulagîrire oku nyigîrizo zomurhondêro gwebinwa bya Nyamuzinda, mwahika aha abakulu balonza amonka ahâli hebiryo bizibu.","Vous, en effet, qui depuis longtemps devriez être des maîtres, vous avez encore besoin quon vous enseigne les premiers rudiments des oracles de Dieu, vous en êtes venus à avoir besoin de lait et non dune nourriture solide."
HEB.5.13,"Kwo binali: ngasi yêshi wacilonza amonka, arhankanunirwa nenyigîrizo zobushinganyanya; bulya aciri kabonjo.","Or, quiconque en est au lait na pas lexpérience de la parole de justice; car il est un enfant."
HEB.5.14,"Abimâna bôhe, ebiryo byâbo bibà biryo bizibu, balya bàkomerîze obwenge bwâbo okumanyîrira ecinjà necibî.","Mais la nourriture solide est pour les hommes faits, pour ceux dont le jugement est exercé par lusage à discerner ce qui est bien et ce qui est mal."
HEB.6.1,"Co cirhumire, enyigîrizo kuli Kristu zikwânîne abàcirhondêra, rhwarhangizileka, nti rhurhereme kuhika enyigîrizo zabimâna; rhurhanacishibaga rhwagalukagaluka omu bigabi byenyigîrizo zomurhondêro: enyigîrizo zokucîyunjuza oku bijiro byolufù , nezokuyêmêra Nyamuzinda.","Cest pourquoi, laissant les éléments de la parole de Christ, tendons à ce qui est parfait, sans poser de nouveau le fondement du renoncement aux œuvres mortes."
HEB.6.2,"enyigîrizo zobubatizo nezokulambûlirwa amaboko oku irhwe, ezobufûke bwabàfîre nezolubanja lwensiku namango.","de la foi en Dieu, de la doctrine des baptêmes, de limposition des mains, de la résurrection des morts, et du jugement éternel."
HEB.6.3,"Kwo rhwajira ntyo, akabà Nnâmahanga arhuyêmêrîre.","Cest ce que nous ferons, si Dieu le permet."
HEB.6.4,"Nêci, kurhankahashikana balya bàrhanziribona obulangashane , balya bàrhanzirinunirwa nenshôkano yempingu banashangîra Mûka Mutagatîfu.","Car il est impossible que ceux qui ont été une fois éclairés, qui ont goûté le don céleste, qui ont eu part au Saint-Esprit."
HEB.6.5,ba­lya bàrhanzirinunirwa noluderho lwinjà lwekanwa ka Nyamuzinda nebirhangâzo byigulu lyâyishe .,qui ont goûté la bonne parole de Dieu et les puissances du siècle à venir.
HEB.6.6,"banagalihirima, kurhankahashikana okushubibahindula nokubalêrha omu njira yobucîyunjuze, kulya kubà nabo kandi, oku bwâbo, badwîrhe babamba Mugala wa Nyamuzinda oku musalaba nokumubonêsa nshonyi embere zabantu.","et qui sont tombés, soient encore renouvelés et amenés à la repentance, puisquils crucifient pour leur part le Fils de Dieu et lexposent à lignominie."
HEB.6.7,"Bulya, obudaka bwanywîre amîshi genkuba yàbunîrekwo kanji, bukayêra emburho zikwânîne balya bàbuhingaga, bunahâbwe obwangà bwa Nnâmahanga.","Lorsquune terre est abreuvée par la pluie qui tombe souvent sur elle, et quelle produit une herbe utile à ceux pour qui elle est cultivée, elle participe à la bénédiction de Dieu;."
HEB.6.8,"Ci obuburha emishûgi namarhadu, bwanakobwa, erhi bunali hôfi bwenêne buhehêrerwe na buzinda babudûlike muliro.","mais, si elle produit des épines et des chardons, elle est réprouvée et près dêtre maudite, et on finit par y mettre le feu."
HEB.6.9,"Ci mwêhe , bîra bâni, ciru rhukaderha ntyo, rhumanyire oku muli omu bwôrhere bwinjà kulusha nobukwânîne obucire.","Quoique nous parlions ainsi, bien-aimés, nous attendons, pour ce qui vous concerne, des choses meilleures et favorables au salut."
HEB.6.10,"Bulya Nyamuzinda arhali mubula burhondekezi mpu ayîbagira ebijiro binyu nobuzigire mwayêrekîne oku izîno lyâge, bulya mwakolîre abatagatîfu, munacidwîrhe mwakujira.","Car Dieu nest pas injuste, pour oublier votre travail et lamour que vous avez montré pour son nom, ayant rendu et rendant encore des services aux saints."
HEB.6.11,"Ciguma cône rhucîfinjire: nti ngasi muguma muli mwe ayêrekane obwo bushiru, lyo obulangâlire bwinyu buyunjula kuhika okubona ebi mulangâlira.",Nous désirons que chacun de vous montre le même zèle pour conserver jusquà la fin une pleine espérance.
HEB.6.12,"Na ntyo, ahâli hokubà bôlo, muyige balya bayîma omu ndagâno za Nyamuzinda, balya baziyêmîre banazisêramwo.","en sorte que vous ne vous relâchiez point, et que vous imitiez ceux qui, par la foi et la persévérance, héritent des promesses."
HEB.6.13,"Nêci, erhi Nyamuzinda àlagânana nAbrahamu, bulya ntà mukulu kumulusha ànkalahîre, àcîlahira yêne , erhi:.","Lorsque Dieu fit la promesse à Abraham, ne pouvant jurer par un plus grand que lui, il jura par lui-même."
HEB.6.14,"Nêci, nakuhà obwangà, nanakuyôlolosa oyôloloke.",et dit: Certainement je te bénirai et je multiplierai ta postérité.
HEB.6.15,"Na ntyo Abrahamu àcîhangâna, abona eyo ndagâno.","Et cest ainsi quAbraham, ayant persévéré, obtint leffet de la promesse."
HEB.6.16,"Abantu nka balahira, obakulîre ye balahira; ne­ndahiro yo emala ngasi kadali ekarhî kâbo.","Or les hommes jurent par celui qui est plus grand queux, et le serment est une garantie qui met fin à tous leurs différends."
HEB.6.17,"Neco co càrhumaga Nyamuzinda, erhi àlonza okumanyîsa bwinjinjà emîmo yendagâno oku eciragâne câge cirhakahinduka, àcîgasha.","Cest pourquoi Dieu, voulant montrer avec plus dévidence aux héritiers de la promesse limmuabilité de sa résolution, intervint par un serment."
HEB.6.18,mpu lyo ebyo bijiro bibiri birhankahinduka -na ntâkwo Nyamuzinda ankahashinywerha muli byo- birhukomeza omurhima rhwe rhwabwîne olwâkiro omu kusêra oku bulangâlire rhwahâbirwe.,"afin que, par deux choses immuables, dans lesquelles il est impossible que Dieu mente, nous trouvions un puissant encouragement, nous dont le seul refuge a été de saisir lespérance qui nous était proposée."
HEB.6.19,Obwo bulangâlire rhubugwêrhe nka mutungo gutunga omurhima gwîrhu; mutungo gwokunali na muzibu guhika omu lusîka.,"Cette espérance, nous la possédons comme une ancre de lâme, sûre et solide; elle pénètre au-delà du voile."
HEB.6.20,"Aho ho Yezu àrhujîrîre nka mushokolezi, erhi àhinduka mudâhwa mukulu aka Melkisedeki oku nsiku namango.","là où Jésus est entré pour nous comme précurseur, ayant été fait souverain sacrificateur pour toujours, selon lordre de Melchisédek."
HEB.7.1,"Oyo Melkisedeki, mwâmi we Salemi, mudâhwa wa Nyamuzinda wEnyanya àjibugânana nAbrahamu warhengaga emunda àhimiraga abâmi anamuhà obwangà ;.","En effet, ce Melchisédek, roi de Salem, sacrificateur du Dieu Très-Haut, qui alla au-devant dAbraham lorsquil revenait de la défaite des rois, qui le bénit."
HEB.7.2,"Abrahamu amuhà ecigabi ca kali ikumi cebintu byâge byoshi. Aderhwa burhanzi mpu mwâmi wobushinganyanya, kandi mpu mwâmi we Salemi, kwo kuderha mwâmi womurhûla.","et à qui Abraham donna la dîme de tout, qui est dabord roi de justice, daprès la signification de son nom, ensuite roi de Salem, cest-à-dire roi de paix."
HEB.7.3,"Arhajira îshe, arhajira na nnina, nomulala gwâge ntâye oguyishi; ensiku zâge zirhajira murhondêro, nobuzîne bwâge burhajira buzinda. Oyo Melkisedeki washushanyîbwe na Mwene Nyamuzinda, ayôrha abà mudâhwa ensiku namango.","qui est sans père, sans mère, sans généalogie, qui na ni commencement de jours ni fin de vie, mais qui est rendu semblable au Fils de Dieu, ce Melchisédek demeure sacrificateur à perpétuité."
HEB.7.4,Mulolage oku ali mukulu oyo shakulûza wîrhu Abrahamu àrhûlaga ecigabi ca kali ikumi cebintu binjinjà àshokôlaga abâmi!.,Considérez combien est grand celui auquel le patriarche Abraham donna la dîme du butin.
HEB.7.5,"Erhi kwo anali! Bulya nomu bene-Levi nabo, àbahîrwe obudâhwa bajira irhegeko lyokurhûlwa no­lubaga ecigabi ca kali ikumi, kwo kuderha muli bene wâbo, nobwo nabo bali nkomôka yAbrahamu akâbo.","Ceux des fils de Lévi qui exercent le sacerdoce ont, daprès la loi, lordre de lever la dîme sur le peuple, cest-à-dire, sur leurs frères, qui cependant sont issus des reins dAbraham;."
HEB.7.6,"Ci oyo orhàli wa mulala gwâbo, àrhûlwa nAbrahamu ecigabi ca kali ikumi, ànamuhà obwangà, nobwo ye wali ogwêrhe e­ndagâno ya Nnâmahanga.","et lui, qui ne tirait pas deux son origine, il leva la dîme sur Abraham, et il bénit celui qui avait les promesses."
HEB.7.7,Na ntâye ohabire oku omurhò ye ogishwa nomukulu.,Or cest sans contredit linférieur qui est béni par le supérieur.
HEB.7.8,"Na kulusha o­kwo, abo bantu barhûlwa entûlo yecigabi ca kali ikumi, kufà bafà; ci oyo yêhe bàdesire oku ali mugumagumà .","Et ici, ceux qui perçoivent la dîme sont des hommes mortels; mais là, cest celui dont il est attesté quil est vivant."
HEB.7.9,"Ciru rhwanaderha nti Levi yêne, orhûlwa ecigabi ca kali ikumi, ye wacirhûzire erhi Abrahamu àkujira.","De plus, Lévi, qui perçoit la dîme, la payée, pour ainsi dire, par Abraham;."
HEB.7.10,"Bulya àciri nka mburho omu mubiri gwa shakulûza wâge, erhi Melkisedeki àjibugânana naye.","car il était encore dans les reins de son père, lorsque Melchisédek alla au-devant dAbraham."
HEB.7.11,"Akabà obudâhwa bwa bene-Levi bwàli bwimâna, -bulya kuli bo Nyamuzinda ahâga olubaga Amarhegeko-, càcirhumaga owundi mudâhwa oli aka Melkisedeki aciyisha, cànarhumaga barhaderha oku ali aka Aroni?.","Si donc la perfection avait été possible par le sacerdoce Lévitique, car cest sur ce sacerdoce que repose la loi donnée au peuple, quétait-il encore besoin quil parût un autre sacrificateur selon lordre de Melchisédek, et non selon lordre dAaron?."
HEB.7.12,"Bulya obudâhwa bwahindusire, kukwânîne amarhegeko nago gahinduke.","Car, le sacerdoce étant changé, nécessairement aussi il y a un changement de loi."
HEB.7.13,Bulya oyo baderhîre ebyo ali wa bundi bûko na ntâye wobwo bûko wahisire aha barherekêra.,"En effet, celui de qui ces choses sont dites appartient à une autre tribu, dont aucun membre na fait le service de lautel;."
HEB.7.14,"Na ntâye orhîshi oku Nnawîrhu akomôkakwo Yûda, na ntâco ciyêrekîne obudâhwa Mûsa adesire kuli obwo bûko.","car il est notoire que notre Seigneur est sorti de Juda, tribu dont Moïse na rien dit pour ce qui concerne le sacerdoce."
HEB.7.15,"Ciru okwo rhudesire kulushîrîze obwâlagale, bulya hàyishire owundi mudâhwa, oli aka Melkisedeki.","Cela devient plus évident encore, quand il paraît un autre sacrificateur à la ressemblance de Melchisédek."
HEB.7.16,"Oyo arhajiragwa mudâhwa nirhegeko lyabantu lishimba iburha lyomubiri, ci nobuzibu bwobuzîne burhayûrha.","institué, non daprès la loi dune ordonnance charnelle, mais selon la puissance dune vie impérissable;."
HEB.7.17,"Bulya ye kuderhîrwe, mpu: Oli mudâhwa ensiku namango aka Melkisedeki .",car ce témoignage lui est rendu: Tu es sacrificateur pour toujours Selon lordre de Melchisédek.
HEB.7.18,"Ntyo kwo irhegeko lya burhanzi lyàrhenzîbwe, bulya lirhàgwêrhe nsimiko lirhànagwêrhe kamalo.","Il y a ainsi abolition dune ordonnance antérieure, à cause de son impuissance et de son inutilité."
HEB.7.19,"Ntà kantu irhegeko lyàjizire kimâna; ci lyàli nshokole­zi yobulangâlire bulushire, oburhuhà okuyêmêra Nnâmahanga.","car la loi na rien amené à la perfection, et introduction dune meilleure espérance, par laquelle nous nous approchons de Dieu."
HEB.7.20,"Necilushire kandi, okwo kurhàjiragwa buzira mwîgasho. Abandi bàhindusire badâhwa buzira ndahiro;.","Et, comme cela na pas eu lieu sans serment."
HEB.7.21,"ci yêhe Owamuhâga obudâhwa àcîgasha, erhi : Nyakasane àcîgashire, arhakanagalula akanwa kâge: Oli mudâhwa we­nsiku namango .","car, tandis que les Lévites sont devenus sacrificateurs sans serment, Jésus lest devenu avec serment par celui qui lui a dit: Le Seigneur a juré, et il ne se repentira pas: Tu es sacrificateur pour toujours, Selon lordre de Melchisédek."
HEB.7.22,Na ntyo Yezu ali mwêza wendagâno elushire.,Jésus est par cela même le garant dune alliance plus excellente.
HEB.7.23,"Kandi abà­ndi bâli badâhwa banji, bulyâla olufù lurhazigaga bayôrha ensiku zoshi;.","De plus, il y a eu des sacrificateurs en grand nombre, parce que la mort les empêchait dêtre permanents."
HEB.7.24,"ci yêhe, bulyâla abâho ensiku namango, obudâhwa bwâge burhakayûrha.","Mais lui, parce quil demeure éternellement, possède un sacerdoce qui nest pas transmissible."
HEB.7.25,"Co cinarhumire anahashiciza lwoshi abayegera Nyamuzinda oku burhabâle bwâge, bulya abà azîne ensiku namango mpu abalagire.","Cest aussi pour cela quil peut sauver parfaitement ceux qui sapprochent de Dieu par lui, étant toujours vivant pour intercéder en leur faveur."
HEB.7.26,"Nêci, ntyo kwo byàli bikwânîne rhubè nomudâhwa mukulu, mwimâna, mwêru-kwêru, orhalikwo ishembo, orhalukira haguma nabanya-byâha, oli omu lyanya kurhaluka amalunga.","Il nous convenait, en effet, davoir un souverain sacrificateur comme lui, saint, innocent, sans tache, séparé des pécheurs, et plus élevé que les cieux."
HEB.7.27,"Yêhe ntà bulagîrire agwêrhe, aka abandi badâhwa bakulu, bokurhûla enterekêro ngasi lusiku, burhanzi oku byâha byâge yêne, noku byâha byolubaga: okwo àkujizire oku caligumiza, erhi àcîhâna yêne nterekêro.","qui na pas besoin, comme les souverains sacrificateurs, doffrir chaque jour des sacrifices, dabord pour ses propres péchés, ensuite pour ceux du peuple, car ceci, il la fait une fois pour toutes en soffrant lui-même."
HEB.7.28,"Bulya irhegeko linayîmike abantu bazamba mpu babè badâhwa bakulu, ci akanwa komwîgasho kàyishaga enyuma lyirhegeko, kàyîmisire Mugala wa Nnâmahanga, kàmujira mwîmana oku nsiku namango.","En effet, la loi établit souverains sacrificateurs des hommes sujets à la faiblesse; mais la parole du serment qui a été fait après la loi établit le Fils, qui est parfait pour léternité."
HEB.8.1,"Mwebyo rhudesire, ecinwa cikulu cirigi ceci: Rhugwêrhe omudâhwa mukulu otamîre ebwa kulyo kwentebe yObukulu bwa Nyamuzinda omu mpingu.","Le point capital de ce qui vient dêtre dit, cest que nous avons un tel souverain sacrificateur, qui sest assis à la droite du trône de la majesté divine dans les cieux."
HEB.8.2,"ye murhumisi waka-Nyamuzinda nowecirâlo cokuli càyûbakagwa na Nyakasane, ci arhali nomuntu.","comme ministre du sanctuaire et du véritable tabernacle, qui a été dressé par le Seigneur et non par un homme."
HEB.8.3,Bulya ngasi mudâhwa ayîmikwa mpu akârhûla entûlo nenterekêro; co cirhumire naye akwânîne abè neci anakârhûla.,Tout souverain sacrificateur est établi pour présenter des offrandes et des sacrifices; doù il est nécessaire que celui-ci ait aussi quelque chose à présenter.
HEB.8.4,"Yezu acibâga wenigulu, arhankabîre mudâhwa, bulya hàli abadâhwa barhûla entûlo nkoku birhegesirwe.","Sil était sur la terre, il ne serait pas même sacrificateur, puisque là sont ceux qui présentent les offrandes selon la loi."
HEB.8.5,"Ci ebi bajiramwo obugashânize bibà lwîganyo na cizunguzungu ce­byomu mpingu, nka kulya Mûsa abwîragwa na Nnâmahanga, erhi : Sinza, ojire byoshi oku lwîganyo wayêresirwe oku ntondo.",.
HEB.8.6,"Ci oburhumisi Kristu ahîrwe bulushire, kulya kubà endagâno abà mulagizi wayo eri nyinjà kulusha, neciragâne eyegemîre ciri cinjà kulusha.","Mais maintenant il a obtenu un ministère dautant supérieur quil est le médiateur dune alliance plus excellente, qui a été établie sur de meilleures promesses."
HEB.8.7,"Bulya e­ndagâno ntanzi ecibâga erhàlikwo ishembo, harhankabîre igwârhiro lyokulonza eya kabiri.","En effet, si la première alliance avait été sans défaut, il naurait pas été question de la remplacer par une seconde."
HEB.8.8,"Kali erhi àbagaya lyo àdesire, erhi: Alà, ensiku ziyîruka, kwo Nyakasane adesire, nankola nalagâna endagâno mpyâhya nenyumpa yIsraheli nenyumpa ya Yûda .","Car cest avec lexpression dun blâme que le Seigneur dit à Israël: Voici, les jours viennent, dit le Seigneur, où je ferai avec la maison dIsraël et la maison de Juda Une alliance nouvelle."
HEB.8.9,"Eyo ndagâno erhâbe nkerya nalagânanaga na bashakulûza bâbo, bulya nabagwârhiraga oku kuboko nti mbakûle omu cihugo ce Mîsiri. Kulya kubà bàrhasêraga oku ndagâno yâni, nâni ntàcibashîbiriraga, kwo Nyakasane adesire .","non comme lalliance que je traitai avec leurs pères, le jour où je les saisis par la main pour les faire sortir du pays dÉgypte; car ils nont pas persévéré dans mon alliance, et moi aussi je ne me suis pas soucié deux, dit le Seigneur."
HEB.8.10,"Alaga endagâno nalagâna nenyumpa yIsraheli enyuma lyezo nsiku, kwo Nyakasane adesire: Nâhira amarhegeko gâni omu nkengêro zâbo, mbayandikego omu mirhima, nnambè Nyamuzinda wâbo, nabo babè bantu bâni .","Mais voici lalliance que je ferai avec la maison dIsraël, après ces jours-là, dit le Seigneur: je mettrai mes lois dans leur esprit, je les écrirai dans leur cœur; et je serai leur Dieu, et ils seront mon peuple."
HEB.8.11,"Ntâye wâciyigîrize omulungu wâge, na ntâye wâyigîrize mwene wâbo, aderhe, erhi: «Manya Nyakasane», bulya, kurhenga omurhò kuhika omukulu, boshi bâmmanya .","Aucun nenseignera plus son concitoyen, ni aucun son frère, en disant: Connais le Seigneur! Car tous me connaîtront, depuis le plus petit jusquau plus grand dentre eux;."
HEB.8.12,"Nêci, nâbabalira obubî bwâbo, nebyâha byâbo ntakacibikengêra bundi.","parce que je pardonnerai leurs iniquités, et que je ne me souviendrai plus de leurs péchés."
HEB.8.13,"Omu kuderha «endagâno mpyâhya», entanzi àyijizire nkulûkulù. Nakantu kakashâja nokubà kakulûkulù, erhi kalingiherêrekera.","En disant: une alliance nouvelle, il a déclaré la première ancienne; or, ce qui est ancien, ce qui a vieilli, est près de disparaître."
HEB.9.1,Endagâno ntanzi nayo yali egwêrhe eyayo migenzo yokushenga nakâyo ka-Nyamuzinda ka mwo linwigulu.,"La première alliance avait aussi des ordonnances relatives au culte, et le sanctuaire terrestre."
HEB.9.2,"Bulya ecihando càyûbakagwa càli­mwo akamole, namêza, nemigati yenterekêro: aho ho Hatagatîfu.","Un tabernacle fut, en effet, construit. Dans la partie antérieure, appelée le lieu saint, étaient le chandelier, la table, et les pains de proposition."
HEB.9.3,Ne­nyuma lyolusîka lwa kabiri hàli ecihando càderhagwa Hatagatîfu hEbitagatîfu.,Derrière le second voile se trouvait la partie du tabernacle appelée le saint des saints.
