verse_key,auh,fr
MAT.26.26,"Ulo bali bakolya Yesu alibulile umukate, atashishe no kupesaula elo apeele na ku basambi bakwe ati, Buleni mulye, uyu e mubili wangi.","Pendant quils mangeaient, Jésus prit du pain; et, après avoir rendu grâces, il le rompit, et le donna aux disciples, en disant: Prenez, mangez, ceci est mon corps."
MAT.26.27,"Elo kabili alibulile ulukombo, atashishe Lesa no kubapeela ati, Nwenimo mwense.","Il prit ensuite une coupe; et, après avoir rendu grâces, il la leur donna, en disant: Buvez-en tous;."
MAT.26.28,Uyu e mulopa wa kipingano kyangi uukoitulukila pa mulandu wa bantu abakuti ubwingi pa kwelelwa kwa membu shabo.,"car ceci est mon sang, le sang de lalliance, qui est répandu pour plusieurs, pour la rémission des péchés."
MAT.26.29,Nkomyebati ntakanwepo libili ifisabo fya ku mwangashi mpaka fye bulya bushiku ulo tukesa kunwa pamo fwense umwangashi upya mu Bufumu bwakwa Tata.,"Je vous le dis, je ne boirai plus désormais de ce fruit de la vigne, jusquau jour où jen boirai du nouveau avec vous dans le royaume de mon Père."
MAT.26.30,"Pa kupwisha fye ukwimba ulwimbo, epakuya ku lupili lwa Miolife.","Après avoir chanté les cantiques, ils se rendirent à la montagne des oliviers."
MAT.26.31,"Elo Yesu aebele abasambi ati, Buno bwine bushiku mwense mu kombutuka pantu kyalilembwati, Nkoma umukemi ne mbelele shikapalangana.","Alors Jésus leur dit: Je serai pour vous tous, cette nuit, une occasion de chute; car il est écrit: Je frapperai le berger, et les brebis du troupeau seront dispersées."
MAT.26.32,"Nomba pa numa ya ku shikuka kwangi, nkamitangilila ku Galile.","Mais, après que je serai ressuscité, je vous précèderai en Galilée."
MAT.26.33,"Petelo epakulanda ati, Nebo ntakamishe nangula aba bonse bangamisha.","Pierre, prenant la parole, lui dit: Quand tu serais pour tous une occasion de chute, tu ne le seras jamais pour moi."
MAT.26.34,"Yesu alimwasukile ati, Buno bweko bushiku, ulo mukolwe talati kulila, ukonkaana imiku itatu.","Jésus lui dit: Je te le dis en vérité, cette nuit même, avant que le coq chante, tu me renieras trois fois. Mt :."
MAT.26.35,"Petelo alimwasukile ati, Nangu ningafwa na mwebo, nebo teti mikaane. Na basambi bambi nabo balilandile kimo kine.","Pierre lui répondit: Quand il me faudrait mourir avec toi, je ne te renierai pas. Et tous les disciples dirent la même chose."
MAT.26.36,"Elo Yesu atwele abasambi bakwe ku nkende ya Getisemani epakubebati, Ngale ikaleni pano ulo nkoya palya mu kupepa.","Là-dessus, Jésus alla avec eux dans un lieu appelé Gethsémané, et il dit aux disciples: Asseyez-vous ici, pendant que je méloignerai pour prier."
MAT.26.37,Ali na Petelo na bamwana Sebede babili. Abonekele uwa bulanda kabili uwa kusakamikwa sana.,"Il prit avec lui Pierre et les deux fils de Zébédée, et il commença à éprouver de la tristesse et des angoisses."
MAT.26.38,"Epakubeba ati, Ndiketwe ubulanda sana ku mutima pepi fye ne mfwa.","Il leur dit alors: Mon âme est triste jusquà la mort; restez ici, et veillez avec moi."
MAT.26.39,"Kabili aendeleleko pa ntanshi panini, aipoosa panshi no ku pepa ati, Mwe Tata, ngakingakitwa, lekeni ulu lukombo lupite pali nebo. Nomba tekufwaya kwangi, kano ukufwaya kwenu.","Puis, ayant fait quelques pas en avant, il se jeta sur sa face, et pria ainsi: Mon Père, sil est possible, que cette coupe séloigne de moi! Toutefois, non pas ce que je veux, mais ce que tu veux."
MAT.26.40,"Ulo abwekelemo kubasambi bakwe alisangile balilele, epakweba Petelo ati, Nindo mwebo mwafililwa ukulola pamo na nebo nangula fye pa nsa imo?.","Et il vint vers les disciples, quil trouva endormis, et il dit à Pierre: Vous navez donc pu veiller une heure avec moi!."
MAT.26.41,Loleni no kupepa epali mwaponena mu matunko. Umupashi ukofwaya lelo mubili ulinakile.,"Veillez et priez, afin que vous ne tombiez pas dans la tentation; lesprit est bien disposé, mais la chair est faible."
MAT.26.42,"Na kabili Yesu alibwekelemo mukupepa ati, Mwe Tata, ulu lukombo nga talungapita kano fye nwinemo, ukufwaya kwenu ku kitwe.","Il séloigna une seconde fois, et pria ainsi: Mon Père, sil nest pas possible que cette coupe séloigne sans que je la boive, que ta volonté soit faite!."
MAT.26.43,"Kabili alibwekele ukwali abasambi bakwe no kusanga balilele, bali kufilwa ukulola.","Il revint, et les trouva encore endormis; car leurs yeux étaient appesantis."
MAT.26.44,Kabili Yesu alishiile abasambi no kuya kupepa pa muku wa kitatu akolanda mashiwi yamo yene.,"Il les quitta, et, séloignant, il pria pour la troisième fois, répétant les mêmes paroles."
MAT.26.45,"Ulo abwekelemo ku basambi alibebele ati, Bushe mukili mulilele no kulekutuusha? Boneni inshita ilipalamine ulo Mwana wa Muntu akapooswa mu minwe ya mbifi.","Puis il alla vers ses disciples, et leur dit: Vous dormez maintenant, et vous vous reposez! Voici, lheure est proche, et le Fils de lhomme est livré aux mains des pécheurs."
MAT.26.46,"Alamukeni, boneni aisa uwakungalukila.","Levez-vous, allons; voici, celui qui me livre sapproche."
MAT.26.47,"Yesu ulo ali kulanda, elo Yuda, umo pa basambi afika pamo ne bumba ilikulu ukufuma kuli banshimapepo bakindami na bakilolo, balikwete na mapanga, ne misumbo.","Comme il parlait encore, voici, Judas, lun des douze, arriva, et avec lui une foule nombreuse armée dépées et de bâtons, envoyée par les principaux sacrificateurs et par les anciens du peuple."
MAT.26.48,"Uwamwalukile alibebele ati, Ikyakwishibilako mukobona uyo nkotomona, ninshi eweko yo, kumwikata.","Celui qui le livrait leur avait donné ce signe: Celui que je baiserai, cest lui; saisissez-le."
MAT.26.49,"Yuda naye epakulungama fye apabelele Yesu no kumwebati, Umutende kuli webo kasambilisha! Elo amutomwene.","Aussitôt, sapprochant de Jésus, il dit: Salut, Rabbi! Et il le baisa."
MAT.26.50,"Yesu alimwasukile ati, Kibusa, kita ikyo konkele kuno. Elo baishile kwikata Yesu.","Jésus lui dit: Mon ami, ce que tu es venu faire, fais-le. Alors ces gens savancèrent, mirent la main sur Jésus, et le saisirent."
MAT.26.51,Elo umo pali balya bali pamo na Yesu abulile ulupanga no kutempulako ukutwi kwa musha wakwa nshimapepo mukulu.,"Et voici, un de ceux qui étaient avec Jésus étendit la main, et tira son épée; il frappa le serviteur du souverain sacrificateur, et lui emporta loreille."
MAT.26.52,"Yesu alimwebele ati, Bwekesha ulupanga mu kikwama kya luko pantu uwanga no lupanga akafwa kulupanga.",Alors Jésus lui dit: Remets ton épée à sa place; car tous ceux qui prendront lépée périront par lépée.
MAT.26.53,"Bushe tawishibile ati, nga natemwa kuti naeba Tata atuma kinkupiti wa bamalaika ukukila pa mabumba amakumi yabili?.","Penses-tu que je ne puisse pas invoquer mon Père, qui me donnerait à linstant plus de douze légions danges?."
MAT.26.54,Nomba tali kano fye ikyalembwa kya fikilishiwa ati kilingile kyabe fyo.,"Comment donc saccompliraient les Écritures, daprès lesquelles il doit en être ainsi?."
MAT.26.55,"Elo Yesu alandile ku mabumba ya bantu pali ilya nshita ati, Nindo mwaishila kuli nebo na mapanga ne misumbo kubati ndikapondo? Nali kuba nenu mwi Tempele ukwakubulapo kunjikata.","En ce moment, Jésus dit à la foule: Vous êtes venus, comme après un brigand, avec des épées et des bâtons, pour vous emparer de moi. Jétais tous les jours assis parmi vous, enseignant dans le temple, et vous ne mavez pas saisi."
MAT.26.56,Nomba fyonse fikokitika pa kufikilisha ifyo bakasesema balandile. Elo abasambi bonse balifulumukile no kumusha fye eka.,"Mais tout cela est arrivé afin que les écrits des prophètes fussent accomplis. Alors tous les disciples labandonnèrent, et prirent la fuite."
MAT.26.57,"Bamutwele ku ng'anda yakwa kefasi, nshimapepo mukulu ukwakolongene bakafundisha bamafunde na bakilolo.","Ceux qui avaient saisi Jésus lemmenèrent chez le souverain sacrificateur Caïphe, où les scribes et les anciens étaient assemblés."
MAT.26.58,Petelo naye alikonkele pa numa akatalamukila no lubansa lwa ng'anda yakwa nshimapepo mukulu epakwikala na balinshi pakubona ifyo kili no kuba.,"Pierre le suivit de loin jusquà la cour du souverain sacrificateur, y entra, et sassit avec les serviteurs, pour voir comment cela finirait."
MAT.26.59,Banshimapepo bakindami na banshikilye bonse bali kufwailisha bukambone bwa bufi pakwebati Yesu bamwipaye.,"Les principaux sacrificateurs et tout le sanhédrin cherchaient quelque faux témoignage contre Jésus, suffisant pour le faire mourir."
MAT.26.60,"nomba balifililwe, nangu abengi bapeele ubunte bwabufi baikyushishe fye. Kulipelwepelwe abalalume babili balimakene.","Mais ils nen trouvèrent point, quoique plusieurs faux témoins se fussent présentés. Enfin, il en vint deux, qui dirent:."
MAT.26.61,"ati, Uyu muntu ali kulandati, Ndikwetepo amaka ya kubongolole Tempele no kulikuula pa nshiku shitatu.","Celui-ci a dit: Je puis détruire le temple de Dieu, et le rebâtir en trois jours."
MAT.26.62,"Nshimapepo mukulu alimakene no kweba Yesu ati, Bushe webo taukwetepo ikyasuko pali ubu bunte aba bantu bakokutunganya.","Le souverain sacrificateur se leva, et lui dit: Ne réponds-tu rien? Quest-ce que ces hommes déposent contre toi?."
MAT.26.63,"Nomba Yesu alifye kelele. Kabili nshimapepo mukulu alimwebele ati, Mwishina lyakwa Lesa wa mweo, lapa fye nga ni webo Klistu, Mwana Lesa.","Jésus garda le silence. Et le souverain sacrificateur, prenant la parole, lui dit: Je tadjure, par le Dieu vivant, de nous dire si tu es le Christ, le Fils de Dieu."
MAT.26.64,"Naye Yesu alyasukile ati, Ulilandile ati ni nebo wine. Nomba nkomyeba mwense ati, ukufuma pali nomba, mukabona Umwana wa Muntu alikele ku kwa mulyo kwa wa Maka Yonse no kwisa kufuma mu makumbi ya mwiulu.","Jésus lui répondit: Tu las dit. De plus, je vous le déclare, vous verrez désormais le Fils de lhomme assis à la droite de la puissance de Dieu, et venant sur les nuées du ciel."
MAT.26.65,"Palikyo nshimapepo mukulu alilepawile ikyakufwala no kulandati, Mwense muliyumfwilile ifyo akoponta.","Alors le souverain sacrificateur déchira ses vêtements, disant: Il a blasphémé! Quavons-nous encore besoin de témoins? Voici, vous venez dentendre son blasphème. Que vous en semble?."
MAT.26.66,"Mukotipo shani? Nabo balyasukile ati, Wa milandu yo alingile fye ukufwa.",Ils répondirent: Il mérite la mort.
MAT.26.67,"Epakumushipila amate pa kinso, ukumupumaula, na bali kumupama amapi.","Là-dessus, ils lui crachèrent au visage, et lui donnèrent des coups de poing et des soufflets en disant:."
MAT.26.68,"balimwebele ati, Klistu, Sesema kuli fwebo! Nani wakuuma.","Christ, prophétise; dis-nous qui ta frappé."
MAT.26.69,"Pekapo ninshi Petelo alikele panse ulo umo kisotwe pa basha bakwa nshimapepo mukulu alilandile ati, Na webo wine wali kuba nakwe Yesu umwina Galile.","Cependant, Pierre était assis dehors dans la cour. Une servante sapprocha de lui, et dit: Toi aussi, tu étais avec Jésus le Galiléen."
MAT.26.70,"Nomba naye alikene pa kinso kya balipo bonse ati, Nteshibile ikyo ukolandapo webo.","Mais il le nia devant tous, disant: Je ne sais ce que tu veux dire."
MAT.26.71,"Elo aile lwapa mwenshi wa lubansa, umwanakashi umbi naye umusha pa kumubona alyebele abalalume bali palya ati, Uyu naye alipamo na Yesu umwina Nasaleti.","Comme il se dirigeait vers la porte, une autre servante le vit, et dit à ceux qui se trouvaient là; Celui-ci était aussi avec Jésus de Nazareth."
MAT.26.72,"Nalo Petelo alikene ati, Nkolapa nebo ntamwishibapo uyo muntu.","Il le nia de nouveau, avec serment: Je ne connais pas cet homme."
MAT.26.73,"Kangu kangu fye palishilepo abalalume baimanine peka pali Petelo bamwebati, Kyakine wali pamo naye pantu fye no musango ukolandilamo ukolanga.","Peu après, ceux qui étaient là, sétant approchés, dirent à Pierre: Certainement tu es aussi de ces gens-là, car ton langage te fait reconnaître."
MAT.26.74,"Petelo alimwasukile ati, Nkolapa mu kine ntamwishibapo uyo muntu. Pekapo na mukolwe alila.",Alors il se mit à faire des imprécations et à jurer: Je ne connais pas cet homme. Aussitôt le coq chanta.
MAT.26.75,"Elo Petelo aibwishe fyo Yesu amwebele ati, Ulo mukolwe talati kulila, ukonkaana imiku itatu ati tawangishiba. Epakufumina panse no kuyakulila sana.","Et Pierre se souvint de la parole que Jésus avait dite: Avant que le coq chante, tu me renieras trois fois. Et étant sorti, il pleura amèrement."
MAT.27.1,"Pa makya, banshimapepo bakindami na bakilolo bali kupingana ifyo Yesu banga mwipaya.","Dès que le matin fut venu, tous les principaux sacrificateurs et les anciens du peuple tinrent conseil contre Jésus, pour le faire mourir."
MAT.27.2,"Epakumukakila mu minyololo no ku mutwala kuli Pilato, umulashi wa ki Loma.","Après lavoir lié, ils lemmenèrent, et le livrèrent à Ponce Pilate, le gouverneur."
MAT.27.3,"Ulo Yuda, uwamwalukile aishibile ati Yesu balimupingwilile ukufwa, alilangulukile, epakuya kuli banshimapepo bakindami na bakilolo no ku babwekesesha indalama sha silfele amakumi yatatu.","Alors Judas, qui lavait livré, voyant quil était condamné, se repentit, et rapporta les trente pièces dargent aux principaux sacrificateurs et aux anciens."
MAT.27.4,"Epakubebati, Ndibembukile pa kwipaisha uwakaele! Nabo balimwasukile ati, Uyo te mulandu kuli fwebo, lobe we mwine.","en disant: Jai péché, en livrant le sang innocent. Ils répondirent: Que nous importe? Cela te regarde."
MAT.27.5,"Yuda ailekupoosa indalama mwi Tempele. Ukufumapo, kuyakuikulika.","Judas jeta les pièces dargent dans le temple, se retira, et alla se pendre."
MAT.27.6,"Banshimapepo bakindami epakutoola shilya ndalama elo balyebele ati, Ishi ni ndalama shamisoka teti shibikwe mu kipao kye Tempele, takyasuminishiwa.","Les principaux sacrificateurs les ramassèrent, et dirent: Il nest pas permis de les mettre dans le trésor sacré, puisque cest le prix du sang."
MAT.27.7,Ulo bapingushenye balibulile indalama no kuyakushitamo ibala lya muntu umo uwali kubumba inongo umwakwebati balekushikamo abeni.,"Et, après en avoir délibéré, ils achetèrent avec cet argent le champ du potier, pour la sépulture des étrangers."
MAT.27.8,"Ekyo ukufika na kali lelo, ili bala balikuuta ati, Ibala lya mulopa.","Cest pourquoi ce champ a été appelé champ du sang, jusquà ce jour."
MAT.27.9,"Epakufikilisha ifyo kasesema Yelemia alembele ati, Babulile indalama sha silfele amakumi yatatu, e mutengo abena Islaeli bapingwile uku mushitishapo.","Alors saccomplit ce qui avait été annoncé par Jérémie, le prophète: Ils ont pris les trente pièces dargent, la valeur de celui qui a été estimé, quon a estimé de la part des enfants dIsraël;."
MAT.27.10,Indalama bashitilemo ibala lyakwa kabumba wa nongo nge fyo Shikulu angebekeshe.,"et ils les ont données pour le champ du potier, comme le Seigneur me lavait ordonné."
MAT.27.11,"Ulo baletele Yesu ku mulashi, umulashi naye alimwipwishe ati, Bushe ni webo Imfumu ya Bayuda? Yesu alimwasukile ati, Ulilandile.","Jésus comparut devant le gouverneur. Le gouverneur linterrogea, en ces termes: Es-tu le roi des Juifs? Jésus lui répondit: Tu le dis."
MAT.27.12,"Nomba ulo banshimapepo bakindami na bakilolo bali kumushinika, tayasukilepo.",Mais il ne répondit rien aux accusations des principaux sacrificateurs et des anciens.
MAT.27.13,"Pilato epakwipusha Yesu ati, Bushe ukoumfwa ifyo bakokwebaula.",Alors Pilate lui dit: Nentends-tu pas de combien de choses ils taccusent?.
MAT.27.14,"Nomba Yesu tayasukilepo nangu kamo, kabili umulashi kyalimupapwishe sana.","Et Jésus ne lui donna de réponse sur aucune parole, ce qui étonna beaucoup le gouverneur."
MAT.27.15,Nomba kila mwaka pa Mutebeto wa kya ku kilila kwali kubapo musango wakwebati umulashi abakakwilapo mufungwa umo uo abantu bangafwaya.,"A chaque fête, le gouverneur avait coutume de relâcher un prisonnier, celui que demandait la foule."
MAT.27.16,Pali ilya nshita palipo mufungwa umo uwaishibikilwe sana uweshina lya Baraba.,"Ils avaient alors un prisonnier fameux, nommé Barabbas."
MAT.27.17,"Ulo ibumba lya bantu lya kolongene, Pilato alipwishe ati, Bushe ni nani mukofwayati mikakwile? Ni Baraba nangula Yesu uuwitikwa ati, Klistu.","Comme ils étaient assemblés, Pilate leur dit: Lequel voulez-vous que je vous relâche, Barabbas, ou Jésus, quon appelle Christ?."
MAT.27.18,Pantu Pilato alishibile ati ni kumufimbila fye bamuleteleko.,Car il savait que cétait par envie quils avaient livré Jésus.
MAT.27.19,"Ninshi Pilato alikele pa kipuna mung'anda ya bupingulo, umukashi wakwe alitumine ntumi ati, Wiesha ku kitapo kantu nangu kamo pali uyo muntu pantu nkyulile bushiku bonse mu kiloto palwa uyo muntu.","Pendant quil était assis sur le tribunal, sa femme lui fit dire: Quil ny ait rien entre toi et ce juste; car aujourdhui jai beaucoup souffert en songe à cause de lui."
MAT.27.20,Nomba banshimapepo bakindami na bakilolo bali kusokesha ibumba lya bantu pakwebati balombe Pilato ukulekelako Baraba no kwipaya Yesu.,"Les principaux sacrificateurs et les anciens persuadèrent à la foule de demander Barabbas, et de faire périr Jésus."
MAT.27.21,"Pilato naye epakwipusha ibumba ati, Nani pali aba babili mukofwayati mikakwile? Nabo pa kupunda balyebele ati, Ni Baraba.","Le gouverneur prenant la parole, leur dit: Lequel des deux voulez-vous que je vous relâche? Ils répondirent: Barabbas."
MAT.27.22,"Pilato alibepwishe ati, Nomba nkite ndo pali Yesu uuwitikwa ati, Klistu? Bonse balyasukile ati, Mutanikeni.","Pilate leur dit: Que ferai-je donc de Jésus, quon appelle Christ? Tous répondirent: Quil soit crucifié!."
MAT.27.23,"Pilato alibepwishe ati, Mulandu ndo apangile? Elo batampile ukupundisha ati, Mutanikeni.",Le gouverneur dit: Mais quel mal a-t-il fait? Et ils crièrent encore plus fort: Quil soit crucifié!.
MAT.27.24,"Pilato pa kubonati abantu tabanganashiwa kabili kuti paima ikimfulunganya, epakubula amenshi no kusamba ku minwe pa kinso kyebumba epakubeba ati, Ntasangilepo mulandu nangu umo pali uyu muntu uwakwebati mupingwilepo kufwa. Mukiteni ikyo mukofwaya mwebene.","Pilate, voyant quil ne gagnait rien, mais que le tumulte augmentait, prit de leau, se lava les mains en présence de la foule, et dit: Je suis innocent du sang de ce juste. Cela vous regarde."
MAT.27.25,"Elo abantu bonse balyasukile ati, Lekeni umulopa wakwe ube pali fwebo na pa bana besu.",Et tout le peuple répondit: Que son sang retombe sur nous et sur nos enfants!.
MAT.27.26,Pilato akakwile Baraba panuma ya ku mufopaula sana ifyembya epakumuleka aye kutanikwa.,"Alors Pilate leur relâcha Barabbas; et, après avoir fait battre de verges Jésus, il le livra pour être crucifié."
MAT.27.27,"Ulo ifita fyakwa Pilato fyatwele Yesu mu kipango kya mulashi, ne mpuka yonse yalimushingulukile.","Les soldats du gouverneur conduisirent Jésus dans le prétoire, et ils assemblèrent autour de lui toute la cohorte."
MAT.27.28,Epakumufula insalu shakwe no kumufwika umwingila uwakukashika.,"Ils lui ôtèrent ses vêtements, et le couvrirent dun manteau écarlate."
MAT.27.29,"Elo bapangile ikisote kya bufumu ikya myunga no kubika pa mutwi wakwe ne tete mu kuboko kwa mulyo kwakwe no kulekumufukamina mukapuni bakomweba ati, Kanabesa we Mfumu ya Bayuda.","Ils tressèrent une couronne dépines, quils posèrent sur sa tête, et ils lui mirent un roseau dans la main droite; puis, sagenouillant devant lui, ils le raillaient, en disant: Salut, roi des Juifs!."
MAT.27.30,Balimushipile amate no ku buula itete ukulekumuma pa mutwi.,"Et ils crachaient contre lui, prenaient le roseau, et frappaient sur sa tête."
MAT.27.31,"Panuma ya kapuni, balimufulile umwingila, bamubwekeseshe insalu yakwe no kumufwika epakumutwala ku kutanikwa.","Après sêtre ainsi moqués de lui, ils lui ôtèrent le manteau, lui remirent ses vêtements, et lemmenèrent pour le crucifier."
MAT.27.32,"Ulo bali mukuya, ba kumenye umwalalume umo, Simoni umwina kilene. Ifita fyalimupatikishe ukusenda ulupanda lwa kwa Yesu.","Lorsquils sortirent, ils rencontrèrent un homme de Cyrène, appelé Simon, et ils le forcèrent à porter la croix de Jésus."
MAT.27.33,"Bafikile pa nkende iyo bali kukuuta, Gologota ikyapilibwila mukuti, Inkende ya kabongoselo.","Arrivés au lieu nommé Golgotha, ce qui signifie lieu du crâne."
MAT.27.34,"Epakumupeele umwangashi uwasankanishiwa ne ndusha, nomba alifililwe ukunwa panuma ya ku kimfulamo.","ils lui donnèrent à boire du vin mêlé de fiel; mais, quand il leut goûté, il ne voulut pas boire."
MAT.27.35,Epakumutanika no kupendula pa kwakanya insalu shakwe.,"Après lavoir crucifié, ils se partagèrent ses vêtements, en tirant au sort, afin que saccomplît ce qui avait été annoncé par le prophète: Ils se sont partagé mes vêtements, et ils ont tiré au sort ma tunique."
MAT.27.36,Elo baikele panshi bakomulonda.,"Puis ils sassirent, et le gardèrent."
MAT.27.37,"Peulu lya mutwi balibikilepo ikipampa apo balembele amashiwi ya ku mwebawilapo ati, Uyu ni Yesu Imfumu ya Bayuda.","Pour indiquer le sujet de sa condamnation, on écrivit au-dessus de sa tête: Celui-ci est Jésus, le roi des Juifs."
MAT.27.38,"Elo bamutanikile pamo no tupondo tubili, kambi ku kwa mulyo na kambi kipiko kwakwe.","Avec lui furent crucifiés deux brigands, lun à sa droite, et lautre à sa gauche."
MAT.27.39,Abali kupita mu nshila bali kutekanya fye imitwi no kulekutuka Yesu ifimasele ati.,"Les passants linjuriaient, et secouaient la tête."
MAT.27.40,"Walilandile ati uli no kubongolola Itempele no kuli kuula munshiku fye shitatu, ipusushe we mwine nga ni webo Mwana Lesa, itulukapo pa lupanda.","en disant: Toi qui détruis le temple, et qui le rebâtis en trois jours, sauve-toi toi-même! Si tu es le Fils de Dieu, descends de la croix!."
MAT.27.41,"Banshimapepo bakindami, bakafundisha bamafunde pamo na bakilolo bali kumufuupula.","Les principaux sacrificateurs, avec les scribes et les anciens, se moquaient aussi de lui, et disaient:."
MAT.27.42,"Bali kumwebati, Apuswishe bambi, nomba afilwa ukuipususho mwine! Bushe ii te Mfumu ya Islaeli? Nga etuluke pa lupanda nomba pa kwebati tumuteketele.","Il a sauvé les autres, et il ne peut se sauver lui-même! Sil est roi dIsraël, quil descende de la croix, et nous croirons en lui."
MAT.27.43,"Alisumina muli Lesa kabili alailanga ati, Ndi Mwana Lesa, tukobona nga kuti Lesa amupususha nomba. .","Il sest confié en Dieu; que Dieu le délivre maintenant, sil laime. Car il a dit: Je suis Fils de Dieu."
MAT.27.44,No tupondo twa tanikilwe pamo naye nato twine twali kumutukaula masele.,"Les brigands, crucifiés avec lui, linsultaient de la même manière."
MAT.27.45,"Ulo akasuba kafikile pakati ka mutwi , ikyalo kyonse kyakupilwemo imfinshi iyapwile insa shitatu.","Depuis la sixième heure jusquà la neuvième, il y eut des ténèbres sur toute la terre."
MAT.27.46,"Panshita ya : koloko, Yesu apundile ishiwi ilikulu ati, Eloi, Eloi, lamasabakatani? Ikyapilibwila mukwebati, Lesa wandi, Lesa wandi, nindo wandekelesesha.","Et vers la neuvième heure, Jésus sécria dune voix forte: Éli, Éli, lama sabachthani? cest-à-dire: Mon Dieu, mon Dieu, pourquoi mas-tu abandonné?."
MAT.27.47,"Abantu bambi abaimanine palya pa kumfwa baebele ati, Akokuuta Eliya.","Quelques-uns de ceux qui étaient là, layant entendu, dirent: Il appelle Élie."
MAT.27.48,Umo pali balya aswatuka no kuyakutumpiko mwepu mu mwangashi uwakukantuka no kupombelekesha kwitete. Epakumupeela ati anwe.,"Et aussitôt lun deux courut prendre une éponge, quil remplit de vinaigre, et, layant fixée à un roseau, il lui donna à boire."
MAT.27.49,"Nomba bambi nabo balyebele ati, Natupembeleko tubone umfwa Eliya akoisa kumupususha.","Mais les autres disaient: Laisse, voyons si Élie viendra le sauver."
MAT.27.50,"Elo kabili Yesu pa kupundisha mwishiwi likulu, alekele na ku mweo.","Jésus poussa de nouveau un grand cri, et rendit lesprit."
MAT.27.51,"Pekapo, ikisalu kya tanikilwe mwi Tempele kyalilepukilemo pa kati, ukwambila peulu mpaka panshi. Ikyalo nakyo kyali tenkene, na mabwe yalisanaikile.","Et voici, le voile du temple se déchira en deux, depuis le haut jusquen bas, la terre trembla, les rochers se fendirent."
MAT.27.52,"Inshishi shalisukile, na bamushilo abengi balishikukile ku bakufwa.","les sépulcres souvrirent, et plusieurs corps des saints qui étaient morts ressuscitèrent."
MAT.27.53,Balifumine mu nshishi panuma Yesu ashikukile ku bakufwa. Balile kwingila mu Musumba wa Mushilo na bengi balibabwenepo.,"Étant sortis des sépulcres, après la résurrection de Jésus, ils entrèrent dans la ville sainte, et apparurent à un grand nombre de personnes."
MAT.27.54,"Umukulu wa fita umwanda umo, pamo ne fita fyali kulinda Yesu, fyalibwene ikinkukuma na fimbipo ifyakitikile fyonse no kupeshiwa mano no kwebati, Mukine fye ali ni Mwana Lesa.","Le centenier et ceux qui étaient avec lui pour garder Jésus, ayant vu le tremblement de terre et ce qui venait darriver, furent saisis dune grande frayeur, et dirent: Assurément, cet homme était Fils de Dieu."
MAT.27.55,Palipo na banakashi abengi abali akatalamukila abali kukonka Yesu no kumupyungila ukufuma ku Galile.,"Il y avait là plusieurs femmes qui regardaient de loin; qui avaient accompagné Jésus depuis la Galilée, pour le servir."
MAT.27.56,"Pali balya, palipo Maliya Mandalena, Maliya muka Sebede, nyinabo lyakwa Yakobo na Yosefu.","Parmi elles étaient Marie de Magdala, Marie, mère de Jacques et de Joseph, et la mère des fils de Zébédée."
MAT.27.57,"Pa kyungulo, kwalishilepo uwafyuma umo ukufuma ku Alimatiya, uweshina lya Yosefu naye ali musambi wakwa Yesu.","Le soir étant venu, arriva un homme riche dArimathée, nommé Joseph, lequel était aussi disciple de Jésus."
MAT.27.58,"Ailekulomba umubili wa kwa Yesu kuli Pilato, elo pilato asuminishe ukumupeela.","Il se rendit vers Pilate, et demanda le corps de Jésus. Et Pilate ordonna de le remettre."
MAT.27.59,Elo Yosefu asendele no ku mupomba mu nsalu iyipya.,"Joseph prit le corps, lenveloppa dun linceul blanc."
MAT.27.60,"Epakubika na mu nshishi yakwe iyipya, iyo aimbile mukilibwe, akunkulushishepo ikilibwe pa mwenshi wa nshishi, elo afuminepo aya.","et le déposa dans un sépulcre neuf, quil sétait fait tailler dans le roc. Puis il roula une grande pierre à lentrée du sépulcre, et il sen alla."
MAT.27.61,Maliya Mandalena na Maliya munakwe balikele apalungatene ne nshishi.,"Marie de Magdala et lautre Marie étaient là, assises vis-à-vis du sépulcre."
MAT.27.62,"Ubushiku bwakonkelepo panuma ya bushiku ubwakupekanya bwali li Sabata, banshimapepo bakindami baisa ku kumanya Pilato.","Le lendemain, qui était le jour après la préparation, les principaux sacrificateurs et les pharisiens allèrent ensemble auprès de Pilate."
MAT.27.63,"Balitampile ukulanda ati, Kanabesa, tukoibusha ati ulya kabepa wabufi ulo ali talafwa alilandilepo ati, Ndi no ku bushiwa panuma ya nshiku shitatu.","et dirent: Seigneur, nous nous souvenons que cet imposteur a dit, quand il vivait encore: Après trois jours je ressusciterai."
MAT.27.64,"Ekyo ebekesheni bakalinda wa nshishi baikingilile bwino bwino mpaka ubushiku bwa kulenga butatu epali abasambi bakwe baya kwiba umubili, no kweba bantu ati, Alibushiwe ku bakufwa. Ubufi bwa pakupelekeshako bukesa kubipishapo pa bwa kuntampilo.","Ordonne donc que le sépulcre soit gardé jusquau troisième jour, afin que ses disciples ne viennent pas dérober le corps, et dire au peuple: Il est ressuscité des morts. Cette dernière imposture serait pire que la première."
MAT.27.65,"Pilato alibebekeshe ati, Mubone ati inshishi yalindwa bwino bwino.","Pilate leur dit: Vous avez une garde; allez, gardez-le comme vous lentendrez."
MAT.27.66,Ulo bafumine apo baile kubikapo ikikakatikilo pa kilibwe no kubonati abalinshi bakolonda lonse.,"Ils sen allèrent, et sassurèrent du sépulcre au moyen de la garde, après avoir scellé la pierre."
