verse_key,hav,fr
ACT.13.16,"Paawulo aja ayumanga, abasimira n'okuboko mpu basire, n'okubabwira ntya: «Munyunvirize, bantu b'eIsraheeli nenyu mwe bandi muyuubaha Nnamahanga!.","Paul se leva, et, ayant fait signe de la main, il dit: Hommes Israélites, et vous qui craignez Dieu, écoutez!."
ACT.13.17,"Nnamahanga w'olu lubaga lw'eIsraheeli, agishogere bashookuluza beerhu. Abajira kuba lubaga lunene amango balibungiire omu gihugo ch' eMiisiri . Buzinda abakuula yo omu buhashe bwage bunene.","Le Dieu de ce peuple dIsraël a choisi nos pères. Il mit ce peuple en honneur pendant son séjour au pays dÉgypte, et il len fit sortir par son bras puissant."
ACT.13.18,Aliiri kulembera engeso zaabo zibi amango baliiri omu mpinga hoofu myaaka makumi mane.,Il les nourrit près de quarante ans dans le désert;.
ACT.13.19,"Abeere amahima embaga mushanvu z'egihugo ch'eKanaana, abaheereza echo gihugo kuba gashambala kaabo.","et, ayant détruit sept nations au pays de Canaan, il leur en accorda le territoire comme propriété."
ACT.13.20,"Ebyoola byooshi byamala hoofu myaaka magana mane na makumi marhaano. «Buzinda bw'aho, abaha abazuuzi, guhika oku muleebi Samweri.","Après cela, durant quatre cent cinquante ans environ, il leur donna des juges, jusquau prophète Samuel."
ACT.13.21,"Oku buzinda bahema omwami. Nnamahanga abaha Saawulo, mugala wa Kiisi, w'omu buuko bwa Benjamina, abarhegeke myaaka makumi mane.","Ils demandèrent alors un roi. Et Dieu leur donna, pendant quarante ans, Saül, fils de Kis, de la tribu de Benjamin;."
ACT.13.22,"Nnamahanga abeere amakuula Saawulo oku bwami, ayimika Daawudi. Oyu Daawudi ye Nnamahanga ahamiirizaga ko ntya: ‹Nabwene Daawudi, mugala wa Yeese, ali muntu omurhima gwani gusiimire; nj'ajira byooshi nshondere ajire.›.","puis, layant rejeté, il leur suscita pour roi David, auquel il a rendu ce témoignage: Jai trouvé David, fils dIsaï, homme selon mon cœur, qui accomplira toutes mes volontés."
ACT.13.23,"Gurhengera omu mulala gw'oyo Daawudi mu Nnamahanga akuulaga Yeesu kuba Muchunguzi wa Israheeli, gukulikirana n'echilagaane chaage.","Cest de la postérité de David que Dieu, selon sa promesse, a suscité à Israël un Sauveur, qui est Jésus."
ACT.13.24,"Embere z'oguhika kwage, Yohaana abwira abantu b'olubaga looshi lw'eIsraheeli baleke ebyaaha, banabatiizwe.","Avant sa venue, Jean avait prêché le baptême de repentance à tout le peuple dIsraël."
ACT.13.25,"Amango Yohaana abeere akola hoofu kuyuusa omulimo gwage, aliiri aderha ntya: ‹Mukengereere oku nyoono ndi nde? Nyoono ntali oyo muli mwalinga! Aliko ayinjire enyuma zaani, eyi nyoono ntakwaneene chiro gushwekuula emigozi y'ebiraato byaage.›.","Et lorsque Jean achevait sa course, il disait: Je ne suis pas celui que vous pensez; mais voici, après moi vient celui des pieds duquel je ne suis pas digne de délier les souliers."
ACT.13.26,"«Beene beerhu, bantu b'omu mulala gwa Abrahaamu nenyu mweshi b'ezindi mbaga muyuubaha Nnamahanga, echi Chinwa ch'obuchunguke girhumirwe emwerhu.","Hommes frères, fils de la race dAbraham, et vous qui craignez Dieu, cest à vous que cette parole de salut a été envoyée. :."
ACT.13.27,Kwenge aBanyayerusaleema n'abarhegesi baabo barharhegeeraga Yeesu ali nde. Barhamenyaga ebinwa by'abaleebi bisomwa ngasi lusiku lw'eSaabato. Aliko omu kumuhana baajira nka kulaala aMandiko mali maderhere.,"Car les habitants de Jérusalem et leurs chefs ont méconnu Jésus, et, en le condamnant, ils ont accompli les paroles des prophètes qui se lisent chaque sabbat."
ACT.13.28,"Buzira kubona echagarhumire ahanirwa ogufa, bahema Pilaato amuyirhe.","Quoiquils ne trouvassent en lui rien qui fût digne de mort, ils ont demandé à Pilate de le faire mourir."
ACT.13.29,"Babeere baamala kujira byooshi byaliyandikirwe elugulu waage, bamuyandagaza oku musalaaba, banamuhira omu shinda.","Et, après quils eurent accompli tout ce qui est écrit de lui, ils le descendirent de la croix et le déposèrent dans un sépulcre."
ACT.13.30,Aliko Nnamahanga amufuulire omu bafu.,Mais Dieu la ressuscité des morts.
ACT.13.31,"Abonekeene siku zinene oku bantu bazamuukaga naye gurhenga eGalilaaya kuja eYerusaleema, na bunoola, bo bali bahamiiriza baage oku lubaga lw'eIsraheeli.","Il est apparu pendant plusieurs jours à ceux qui étaient montés avec lui de la Galilée à Jérusalem, et qui sont maintenant ses témoins auprès du peuple."
ACT.13.32,"Neerhu, rhubabaliire ogu Mwazi Mwinja, oku echilagaane Nnamahanga ahaaga bashookuluza beerhu.","Et nous, nous vous annonçons cette bonne nouvelle que la promesse faite à nos pères."
ACT.13.33,"arhujiriire cho rhwe baana baabo, omu gufuula Yeesu. Ogu mwazi guyandikirwe ntya omu chigabi cha kabiri ch'eNanga: ‹Wooyo oli Mugala waani, Nyoono nye nkuburhire zeene.›.","Dieu la accomplie pour nous leurs enfants, en ressuscitant Jésus, selon ce qui est écrit dans le Psaume deuxième: Tu es mon Fils, Je tai engendré aujourdhui."
ACT.13.34,"N'elugulu w'ogufuuka kwa Yeesu, y'arhabola, Nnamahanga aderha ntya: ‹Naguha emigisho ntagatiifu nalaganyaga Daawudi, emigisho y'okuli. ›.","Quil lait ressuscité des morts, de telle sorte quil ne retournera pas à la corruption, cest ce quil a déclaré, en disant: Je vous donnerai les grâces saintes promises à David, ces grâces qui sont assurées."
ACT.13.35,Cho girhumire aderhere ntya omu chindi chigabi ch'aMandiko Matagatiifu: ‹Orhaaleka oMutagatiifu waawe abole.›.,Cest pourquoi il dit encore ailleurs: Tu ne permettras pas que ton Saint voie la corruption.
ACT.13.36,"Daawudi yeewe, abeere amamala gukola gukulikirana n'oku Nnamahanga alirheganyize omu kalamo kaage, afa. Ahambwa aha burhambi bw'eshinda za b'esheekuluza, anabola.","Or, David, après avoir en son temps servi au dessein de Dieu, est mort, a été réuni à ses pères, et a vu la corruption."
ACT.13.37,"Aliko olaala Nnamahanga afuulaga, yeewe arhabolaga.",Mais celui que Dieu a ressuscité na pas vu la corruption.
ACT.13.38,"«Beene beerhu, mukwaneene kumenya oku kugerera yeewe, omwazi g'obubabale bw'ebyaaha gwabalirwe emwenyu. Kugerera oyu Yeesu, ngaasi yeeshi omuyemeerere ababalirwa ebyaaha, aliko murhakababalirwe kugerera amarhegeko ma Muusa.","Sachez donc, hommes frères, que cest par lui que le pardon des péchés vous est annoncé."
ACT.13.40,Boboola muchilange y'ebiyandikirwe ntya omu bitaabu by'abaleebi birhabahikira:.,"Ainsi, prenez garde quil ne vous arrive ce qui est dit dans les prophètes:."
ACT.13.41,"‹Mulole, mwe mugwerhe agakeno, musoomerwe munahirime, kwenge nyoono, najira ekijiro omu gihe chenyu, ekijiro murhakayemereere nachiro akaba bakababwirire cho.›».","Voyez, contempteurs, Soyez étonnés et disparaissez; Car je vais faire en vos jours une œuvre, Une œuvre que vous ne croiriez pas si on vous la racontait."
ACT.13.42,"Paawulo na Baranaaba babeere bahuluka omu sinagoogi, abantu babayinginga bashube kuyinja kubabalira eyo myaazi olusiku lw'eSaabato yakulikira.","Lorsquils sortirent, on les pria de parler le sabbat suivant sur les mêmes choses;."
ACT.13.43,"Enyuma z'enshimaanano, aBayaahudi banene n'abandi bantu b'ezindi mbaga bayemeeraga edini ly'ekiyaahudi n'ogukuuza Nnamahanga, bakulikira Paawulo na Baranaaba. Abo bombi baganiira haguma n'abo bantu, banagendekera gukomeza bo, yi barhaleka guseera omu lukogo lwa Nnamahanga.","et, à lissue de lassemblée, beaucoup de Juifs et de prosélytes pieux suivirent Paul et Barnabas, qui sentretinrent avec eux, et les exhortèrent à rester attachés à la grâce de Dieu."
ACT.13.44,"Olusiku lw'eSaabato yakulikiraga, hoofu abantu booshi b'egishagala bachigusha haguma kuyunva eChinwa cha Nnaweerhu.","Le sabbat suivant, presque toute la ville se rassembla pour entendre la parole de Dieu."
ACT.13.45,"aBayaahudi babeere baabona echo chigusho ch'abantu, bafarhwa n'obongwa bunene. Balahira ebinwa bya Paawulo, banamuhamiiriza obubeeshi.","Les Juifs, voyant la foule, furent remplis de jalousie, et ils sopposaient à ce que disait Paul, en le contredisant et en linjuriant."
ACT.13.46,"Paawulo na Baranaaba baaja bababwira ntya buzira buuba: «Byaliiri bya bulagiirire mwabo mwe murhangage mubalirwe eChinwa cha Nnamahanga. Aliko oboola yi mwalahira cho, munali mwachiganja nka mwabo murhakwaneene akalamo k'esiku n'amango, rhwabo rhwayerekera emwa b'abarhali Bayaahudi.",": Paul et Barnabas leur dirent avec assurance: Cest à vous premièrement que la parole de Dieu devait être annoncée; mais, puisque vous la repoussez, et que vous vous jugez vous-mêmes indignes de la vie éternelle, voici, nous nous tournons vers les païens."
ACT.13.47,"Kwenge Nnaweerhu arhurhegekere ntya: ‹Nakujirire bumoleke bw'abarhali Bayaahudi, y'oheeka obuchunguke omu gulu lyooshi.›».","Car ainsi nous la ordonné le Seigneur: Je tai établi pour être la lumière des nations, Pour porter le salut jusquaux extrémités de la terre."
ACT.13.48,"Abarhali Bayaahudi babeere bayunva eyo myaazi, bamoga. Bakuuza eChinwa cha Nnaweerhu. Na booshi balirheganyizwe akalamo k'esiku n'amango bayemeera Yeesu.","Les païens se réjouissaient en entendant cela, ils glorifiaient la parole du Seigneur, et tous ceux qui étaient destinés à la vie éternelle crurent."
ACT.13.49,Echinwa cha Nnaweerhu chagenda chayandaala omu gihugo chooshi.,La parole du Seigneur se répandait dans tout le pays.
ACT.13.50,"Aliko aBayaahudi bayoohya abakazi bakengerwe, banasiima guharamya Nnamahanga, haguma n'abashamuka b'egishagala. Barhondera kulibuza Paawulo na Baranaaba, banabalibisya omu gihugo chaabo.","Mais les Juifs excitèrent les femmes dévotes de distinction et les principaux de la ville; ils provoquèrent une persécution contre Paul et Barnabas, et ils les chassèrent de leur territoire."
ACT.13.51,"Paawulo na Baranaaba babakungurhira k'olujuchu lw'oku magulu maabo, banachijiira omu gishagala ch'eIkoniyo.","Paul et Barnabas secouèrent contre eux la poussière de leurs pieds, et allèrent à Icone."
ACT.13.52,Aliko abemeezi boowe baliyunjwire obushagaluke n'oMuuka-Mutagatiifu.,tandis que les disciples étaient remplis de joie et du Saint-Esprit.
ACT.14.1,"Babeere bali eIkoniyo, Paawulo na Baranaaba, baja omu sinagoogi y'aBayaahudi nk'oku bazigaanaga. Bayigiriza, oku bulyo aBayaahudi n'aBagiriki banene bahinduka bemeezi.","A Icone, Paul et Barnabas entrèrent ensemble dans la synagogue des Juifs, et ils parlèrent de telle manière quune grande multitude de Juifs et de Grecs crurent."
ACT.14.2,"Aliko aBayaahudi barhayemeeraga Kirisitu, bayoohya abarhali Bayaahudi mpu bashombe abemeezi.",Mais ceux des Juifs qui ne crurent point excitèrent et aigrirent les esprits des païens contre les frères.
ACT.14.3,"Aliko, Paawulo na Baranaaba bajira siku zinene eIkoniyo. Baliiri bayigiriza elugulu wa Nnaweerhu buzira buuba. Na Nnaweerhu naye aliiri abagaliisa kujira ebimenyeeso n'ebigiriginjo, omu guhamiiriza okw'omwazi gwage g'olukogo guli g'okuli.","Ils restèrent cependant assez longtemps à Icone, parlant avec assurance, appuyés sur le Seigneur, qui rendait témoignage à la parole de sa grâce et permettait quil se fît par leurs mains des prodiges et des miracles."
ACT.14.4,"Omu gishagala che Ikoniyo, abantu bachigaba kabiri. Baguma baaja oku lunda lw'aBayaahudi, n'abandi oku lunda lw'eNtumwa.","La population de la ville se divisa: les uns étaient pour les Juifs, les autres pour les apôtres."
ACT.14.5,"Aliko, aBayaahudi n'abarhali Bayaahudi haguma n'abarhegesi baabo, baaja kaligi kw'okulibuza n'okuyirha Paawulo na Baranaaba omu kubabanda amabaale.","Et comme les païens et les Juifs, de concert avec leurs chefs, se mettaient en mouvement pour les outrager et les lapider."
ACT.14.6,"Nabo babeere babimenya, balibirhira omu bishagala by'eLisitira n'eDerebe, by'omu gihugo ch'eLikaoniya; n'omu hantu hatureene byo.","Paul et Barnabas, en ayant eu connaissance, se réfugièrent dans les villes de la Lycaonie, à Lystre et à Derbe, et dans la contrée dalentour."
ACT.14.7,"Eyoola munda, bagendekera kubala oMwazi Mwinja.",Et ils y annoncèrent la bonne nouvelle.
ACT.14.8,"Omu gishagala ch'eLisitira, haliiri muntu muguma w'echirema. Arhalambagiraga chiro n'olusiku luguma, bulaala aburhwaga eyi ali chirema ch'amagulu.","A Lystre, se tenait assis un homme impotent des pieds, boiteux de naissance, et qui navait jamais marché."
ACT.14.9,"Lusiku luguma, ey'ayikeere, ayunviriza enyigirizo za Paawulo. Paawulo amulolereza n'okubona okw'agwerhe obwemeezi bwagarhuma afumiiswa.","Il écoutait parler Paul. Et Paul, fixant les regards sur lui et voyant quil avait la foi pour être guéri."
ACT.14.10,"Ava amubwira ntya n'omulenge munene: «Yuumuka, yimangira oku magulu maawe!» Oyo muntu ayimanga ho n'aho, anarhondera kulambagira.",dit dune voix forte: Lève-toi droit sur tes pieds. Et il se leva dun bond et marcha.
ACT.14.11,"Abantu banene balichigushire, babeere baabona ebi Paawulo ajirire, baliika omulenge n'okuderha ntya omu lulimi lw'eKilikaoniya: «Emaana zachihindwire nk'abantu, zanayandagaliire eno mwerhu!».","A la vue de ce que Paul avait fait, la foule éleva la voix, et dit en langue lycaonienne: Les dieux sous une forme humaine sont descendus vers nous."
ACT.14.12,"Baliiri bayirika Baranaaba eziino ly'emaana Zeusi, Paawulo naye bamuyirika eziino ly'emaana Herime, kwenge ye waliiri w'okuderha.","Ils appelaient Barnabas Jupiter, et Paul Mercure, parce que cétait lui qui portait la parole."
ACT.14.13,"Omudaahwa w'omu kajumiro k'emaana Zeusi kaliiri embere z'egishagala, aleerha oku milyango y'egishagala empanzi n'emikalaba elukiirwe k'obwaso. Abileerhaga bulaala yeewe haguma n'echo chigusho ch'abantu balishondere gurhuula entuulo.","Le prêtre de Jupiter, dont le temple était à lentrée de la ville, amena des taureaux avec des bandelettes vers les portes, et voulait, de même que la foule, offrir un sacrifice."
ACT.14.14,"Aliko Baranaaba na Paawulo babeere bayunva ogo mwazi, babera emishangi yaabo omu kuyeerekana oku bagayire, n'okuva balibirha omu bantu eyi bali baderha ntya n'omulenge munene:.","Les apôtres Barnabas et Paul, ayant appris cela, déchirèrent leurs vêtements, et se précipitèrent au milieu de la foule."
ACT.14.15,"«Beera baani, gichi girhumire mwajira ntyo? Neerhu, rhuli bantu kuguma nenyu! Akaba yi rhwababalira oMwazi Mwinja, kuli gushonda muleke ebi bintu bya bushaabusha, munahindamukire Nnamahanga olamire. Yeewe ye walemaga echaalege, egulu n'enyanja, na byooshi biri omu byo.","en sécriant: O hommes, pourquoi agissez-vous de la sorte? Nous aussi, nous sommes des hommes de la même nature que vous; et, vous apportant une bonne nouvelle, nous vous exhortons à renoncer à ces choses vaines, pour vous tourner vers le Dieu vivant, qui a fait le ciel, la terre, la mer, et tout ce qui sy trouve."
ACT.14.16,"Omu siku zageraga, Nnamahaanga alilekere abarhali Bayaahudi booshi bakulikiire enjira zaabo.","Ce Dieu, dans les âges passés, a laissé toutes les nations suivre leurs propres voies."
ACT.14.17,"Nachiro ntyo, arhalekaga guchihamiiriza kugerera ebijiro binja. Abaha mwabo gurhengera omu chaalege envula n'ebihe biyeeza, anabayuugusya ebiryo n'okuyunjuza emirhima yenyu n'obushagaluke bunene.».","quoiquil nait cessé de rendre témoignage de ce quil est, en faisant du bien, en vous dispensant du ciel les pluies et les saisons fertiles, en vous donnant la nourriture avec abondance et en remplissant vos cœurs de joie."
ACT.14.18,"Nachiro mpu Paawulo na Baranaaba baliderhere ebiila byooshi, birhali biyoolohere kubuza abantu barharhuuliraga bo entuulo.","A peine purent-ils, par ces paroles, empêcher la foule de leur offrir un sacrifice."
ACT.14.19,"Enyuma w'ebyoola, aBayaahudi baguma baahika gurhengera omu gishagala ch'eAntiyokiya n'eche Ikoniyo. Bayoohya abantu, babanda Paawulo amabaale, banamukululira embuga w'egishagala eyi bakengereere okw'afiire.","Alors survinrent dAntioche et dIcone des Juifs qui gagnèrent la foule, et qui, après avoir lapidé Paul, le traînèrent hors de la ville, pensant quil était mort."
ACT.14.20,"Aliko abemeezi babeere bamugorha, ayuumuka, agaluka mw'echo gishagala ch'eLisitira. Olusiku lwakulikiraga, aja omu gishagala ch'eDerebe haguma na Baranaaba.","Mais, les disciples layant entouré, il se leva, et entra dans la ville. Le lendemain, il partit pour Derbe avec Barnabas."
ACT.14.21,"Oku bali eDerebe, baalema baabala oMwazi Mwinja, abantu banene bayemeera Yeesu. Buzinda, bagaluka, baaja eLisitira, eIkoniyo n'eAntiyokiya y'ePisidiya.","Quand ils eurent évangélisé cette ville et fait un certain nombre de disciples, ils retournèrent à Lystre, à Icone et à Antioche."
ACT.14.22,"Eyo munda, baliiri bakomeza abemeezi omurhima n'okubahanuula baseere omu bwemeezi. Baliiri bababwira ntya: «Rhukwaneene kugera omu malibuko manene yi rhuja omu Bwami bwa Nnamahanga.».","fortifiant lesprit des disciples, les exhortant à persévérer dans la foi, et disant que cest par beaucoup de tribulations quil nous faut entrer dans le royaume de Dieu."
ACT.14.23,"N'omu ngasi chigusho ch'abemeezi, Paawulo na Baranaaba bachishoga mo abashamuka b'okubiyimangira. Babeere bamasaliira n'oguchiibuza kulya, babahira omu maboko ma Nnaweerhu, ye bali bayemereere.","Ils firent nommer des anciens dans chaque Église, et, après avoir prié et jeûné, ils les recommandèrent au Seigneur, en qui ils avaient cru."
ACT.14.24,"Enyuma z'aho, bagerera omu gihugo ch'ePisidiya, banahika omu ch'ePamfiliya.","Traversant ensuite la Pisidie, ils vinrent en Pamphylie."
ACT.14.25,"Bamalire kuyigiriza eChinwa cha Nnamahanga oku bantu b'omu gishagala ch'ePeriga, bachimira omu siiko y'eAtaliya.","annoncèrent la parole à Perge, et descendirent à Attalie."
ACT.14.26,"Gurhengera eyoola, basuuka n'echombo kuja eAntiyokiya y'eSuriya. Eyoola yi bahemeraga bo omugisho gwa Nnamahanga kw'aka kaasi bamakola.","De là ils sembarquèrent pour Antioche, doù ils avaient été recommandés à la grâce de Dieu pour lœuvre quils venaient daccomplir."
ACT.14.27,"Babeere baahika, bagusha echigusho ch'abemeezi, banashambaalira bo byooshi Nnamahanga ali ajirire haguma nabo, na gurhe achinguuliraga abarhali Bayaahudi omulyango g'obwemeezi.","Après leur arrivée, ils convoquèrent lÉglise, et ils racontèrent tout ce que Dieu avait fait avec eux, et comment il avait ouvert aux nations la porte de la foi."
ACT.14.28,Paawulo na Baranaaba babeera eyoola siku zinene haguma n'abemeezi.,Et ils demeurèrent assez longtemps avec les disciples.
ACT.15.1,"Mw'ezoola siku, bantu baguma bachimira eAntiyokiya gurhengera eYudeeya. Barhondera kuyigiriza abemeezi ntya: «Akaba murhakembwirwe gukulikirana n'emigenzo ya Muusa, murhagachungulwa.».","Quelques hommes, venus de la Judée, enseignaient les frères, en disant: Si vous nêtes circoncis selon le rite de Moïse, vous ne pouvez être sauvés."
ACT.15.2,"Paawulo na Baranaaba babalahirira, banajira obuhaka bunene haguma nabo elugulu w'oguula mwazi. Abemeezi baahiga oku Paawulo na Baranaaba haguma n'abandi baguma omu bo bazamukire eYerusaleema kuganiira kw'echo chibazo embere z'eNtumwa n'abashamuka b'echigusho ch'abemeezi.","Paul et Barnabas eurent avec eux un débat et une vive discussion; et les frères décidèrent que Paul et Barnabas, et quelques-uns des leurs, monteraient à Jérusalem vers les apôtres et les anciens, pour traiter cette question."
ACT.15.3,"Echigusho ch'abemeezi chabaheereza ebintu byooshi by'olugenzi balilagire ko. Baagera omu gihugo ch'eFoyinikiya na ech'eSamariya, baliiri baabala gurhe abarhali Bayaahudi bayemereere kuba bemeezi. Ogu mwazi gwaliiri gwasimiisa bweneene abemeezi booshi.","Après avoir été accompagnés par lÉglise, ils poursuivirent leur route à travers la Phénicie et la Samarie, racontant la conversion des païens, et ils causèrent une grande joie à tous les frères."
ACT.15.4,"Bahikire eYerusaleema, bayankirirwa n'eNtumwa, n'echigusho ch'abemeezi haguma n'abashamuka baacho. Babala byooshi Nnamahanga ajirire kugerera bo.","Arrivés à Jérusalem, ils furent reçus par lÉglise, les apôtres et les anciens, et ils racontèrent tout ce que Dieu avait fait avec eux."
ACT.15.5,"Aliko, bantu baguma b'omu chigusho ch' aBafarisaayo bahindukaga bemeezi, bayimanga n'okuderha ntya: «Bihemere gukembuula abarhali Bayaahudi n'okubarhegeka ogukenga eRhegeko lya Muusa.».","Alors quelques-uns du parti des pharisiens, qui avaient cru, se levèrent, en disant quil fallait circoncire les païens et exiger lobservation de la loi de Moïse."
ACT.15.6,Entumwa n'abashamuka b'echigusho ch'abemeezi bajira enaama elugulu w'echo chibazo.,Les apôtres et les anciens se réunirent pour examiner cette affaire.
ACT.15.7,"Enyuma z'obuhaka bunene, Petero ayimanga n'okubabwira ntya: «Beene beerhu, muyinji bwinja oku gurhengera miira Nnamahanga andondwere ahagarhi kenyu yi kugerera obuunu bwani, abarhali Bayaahudi bayunve oMwazi Mwinja, banayemeere Yeesu.","Une grande discussion sétant engagée, Pierre se leva, et leur dit: Hommes frères, vous savez que dès longtemps Dieu a fait un choix parmi vous, afin que, par ma bouche, les païens entendissent la parole de lÉvangile et quils crussent."
ACT.15.8,"Na Nnamahanga oyinji emirhima y'abantu, aliyerekeene oku ayemereere abarhali Bayaahudi nabo omu guha bo Muuka-Mutagatiifu kuguma neerhu.","Et Dieu, qui connaît les cœurs, leur a rendu témoignage, en leur donnant le Saint-Esprit comme à nous;."
ACT.15.9,"Nta kalondoole ajirire ahagarhi keerhu nabo, bulaala acheeseze emirhima yaabo kugerera obwemeezi.","il na fait aucune différence entre nous et eux, ayant purifié leurs cœurs par la foi."
ACT.15.10,"Chagarhuma bunoola mwageregeza Nnamahanga omu guheesa abemeezi ogu muzigo, abe bashookuluza beerhu, abe neerhu rhwenyine rhurhagalaga guheeka?.","Maintenant donc, pourquoi tentez-vous Dieu, en mettant sur le cou des disciples un joug que ni nos pères ni nous navons pu porter?."
ACT.15.11,"Maani neerhu, rhuyinji oku rhwachungwirwe elugulu w'olukogo lwa Nnaweerhu Yeesu, nk'oku nabo bachungwirwe.».","Mais cest par la grâce du Seigneur Jésus que nous croyons être sauvés, de la même manière queux."
ACT.15.12,Abantu booshi balichigushire baasira. Bayunviriza oku Paawulo na Baranaaba baabala emyaazi elugulu w'ebimenyeeso n'ebigiriginjo byooshi Nnamahanga ajirire kugerera bo ahagarhi k'abarhali Bayaahudi.,"Toute lassemblée garda le silence, et lon écouta Barnabas et Paul, qui racontèrent tous les miracles et les prodiges que Dieu avait faits par eux au milieu des païens."
ACT.15.13,"Babeere baasira, Yakobo naye aderha ntya: «Beene beerhu, munyunvirize!.","Lorsquils eurent cessé de parler, Jacques prit la parole, et dit: Hommes frères, écoutez-moi!."
ACT.15.14,Simooni Petero arhubaliire gurhe Nnamahanga achiyerekeene oku barhali Bayaahudi oku burhanzi y'achishoga baguma omu bo babe bantu baage.,Simon a raconté comment Dieu a dabord jeté les regards sur les nations pour choisir du milieu delles un peuple qui portât son nom.
ACT.15.15,Eyi myaazi eri kuguma n'ebinwa by'abaleebi nk'okubiyandikirwe ntya:.,"Et avec cela saccordent les paroles des prophètes, selon quil est écrit:."
ACT.15.16,"‹Buzinda bw'aho, nji naagaluka n'ogushuba kuyumbaka enju ya Daawudi yashandeere. Nji nashuba kuyumbaka ebiguuka byaayo n'okuyiyumanza.","Après cela, je reviendrai, et je relèverai de sa chute la tente de David, Jen réparerai les ruines, et je la redresserai."
ACT.15.17,"y'abandi bantu booshi bashonde Nnaweerhu, neechi, abantu b'embaga zooshi nahamageere babe baani. Ntyo ku Nnaweerhu aderhere, yi wajiraga ebyo bintu.","Afin que le reste des hommes cherche le Seigneur, Ainsi que toutes les nations sur lesquelles mon nom est invoqué, Dit le Seigneur, qui fait ces choses."
ACT.15.18,biyinjikeene gurhengera miira.›.,Et à qui elles sont connues de toute éternité.
ACT.15.19,"Cho girhumire, nyoono, mbwene oku rhurhalibuzaga abarhali Bayaahudi bali bayemeera Nnamahanga.",Cest pourquoi je suis davis quon ne crée pas des difficultés à ceux des païens qui se convertissent à Dieu.
ACT.15.20,"Aliko, rhubayandikire oku barhalyaaga ebiryo byarhuulirwaga emaana, banachilange n'obuhushi. Barhanalemaga baalya enyama zakanulwaga changwa omulegano.","mais quon leur écrive de sabstenir des souillures des idoles, de limpudicité, des animaux étouffés et du sang."
ACT.15.21,"Bulaala gurhengera miira, eRhegeko lya Muusa linayigirizwa omu ngasi gishagala, linasomwa omu masinagoogi m'aBayaahudi ngasi lusiku lw'eSaabato.».","Car, depuis bien des générations, Moïse a dans chaque ville des gens qui le prêchent, puisquon le lit tous les jours de sabbat dans les synagogues."
ACT.15.22,"Enyuma z'aho, eNtumwa, abashamuka n'echigusho chooshi ch'abemeezi ch'eYerusaleema, babona oku bakwaneene bachishoge ahagarhi kaabo bantu baguma, banabarhume eAntiyokiya haguma na Paawulo na Baranaaba. Baava bagishoga Yuuda oyirikwa kandi Barisaba na Siila. Abo bantu oku bali babiri balikengerwe bweneene embere z'abaabo bemeezi.","Alors il parut bon aux apôtres et aux anciens, et à toute lÉglise, de choisir parmi eux et denvoyer à Antioche, avec Paul et Barnabas, Jude appelé Barsabas et Silas, hommes considérés entre les frères."
ACT.15.23,"Babarhuma n'amaruba maliyandikirwe mo ntya: «Rhwabo, eNtumwa n'abashamuka b'echigusho ch'abemeezi, rhwabo benyu bemeezi, rhwabalamwise mwabo bemeezi murhali Bayaahudi muli omu gishagala ch'eAntiyokiya, n'omu gihugo ch'eSuriya na ech'eKilikiya.","Ils les chargèrent dune lettre ainsi conçue: Les apôtres, les anciens, et les frères, aux frères dentre les païens, qui sont à Antioche, en Syrie, et en Cilicie, salut!."
ACT.15.24,"Rhwayunviirhe oku bantu baguma barhengeraga eno mwerhu, bababwirire emyaazi y'okubalibuza n'okubahahaaza emirhima. Aliko rhurhabarhumaga.","Ayant appris que quelques hommes partis de chez nous, et auxquels nous navions donné aucun ordre, vous ont troublés par leurs discours et ont ébranlé vos âmes."
ACT.15.25,"Boboola, oku rhuli rhweshi haguma, rhwayunvikeene gugishoga bantu baguma, rhwamabarhuma emwenyu, bayinje haguma n'abazigirwa beerhu Baranaaba na Paawulo.","nous avons jugé à propos, après nous être réunis tous ensemble, de choisir des délégués et de vous les envoyer avec nos bien-aimés Barnabas et Paul."
ACT.15.26,"Abo bombi, bayemereere guhaana akalamo kaabo omu gukolera Nnaweerhu Yeesu Kirisitu.",ces hommes qui ont exposé leur vie pour le nom de notre Seigneur Jésus-Christ.
ACT.15.27,"Ntyo ku rhwamabarhumira Yuuda na Siila. Nabo, bababwira buunu oku bwindi ebinwa rhubayandikiire.","Nous avons donc envoyé Jude et Silas, qui vous annonceront de leur bouche les mêmes choses."
ACT.15.28,"Kandi, kuli kwinja emwa Muuka-Mutagatiifu n'emwerhu ogurhabahekesa ogwindi muzigo kuleka ebiri by'akamaro:.",Car il a paru bon au Saint-Esprit et à nous de ne vous imposer dautre charge que ce qui est nécessaire.
ACT.15.29,"murhalyaaga enyama barhuuliraga emaana n'omulegano changwa enyama zakanulwaga, munachilange n'obuhushi. Mugachilanga kw'ebi, mwaba mwajirire bwinja. Buchaage!».","savoir, de vous abstenir des viandes sacrifiées aux idoles, du sang, des animaux étouffés, et de limpudicité, choses contre lesquelles vous vous trouverez bien de vous tenir en garde. Adieu."
ACT.15.30,"Bamalire guseezerana, abo barhumagwa bagenda n'okuyandagalira eAntiyokiya. Bagerere eyo, bagusha abemeezi booshi, banabahereza amo maruba.","Eux donc, ayant pris congé de lÉglise, allèrent à Antioche, où ils remirent la lettre à la multitude assemblée."
